section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Motorsports,Volkswagen to join Intercontinental Rally Challenge in Belgium,post-187787,"May 19, 2007",phaeton,"11 May 2007 - Six manufacturers so far as IRC comes to Europe,This year´s Intercontinental Rally Challenge was officially launched on the eve of the Rally of Turkey, where Jacques Behar - the president of series promoter Eurosport Events - announced six manufacturers for this year´s competition. ...,Abarth, Citroen, Honda, Mitsubishi and Peugeot will compete on the Rally of Turkey, and they will be joined by Volkswagen from the next event - the Ypres Rally in Belgium - onwards. Behar commented: “We are delighted to have six prestigious manufacturers, with a distinguished history in motor sport, joining us for the first full year of the Intercontinental Rally Challenge. Their important participation will ensure a very close competition throughout the year.”,There will also be a battle between three different tyre suppliers - BFGoodrich, Pirelli and Yokohama. This added diversity will lend yet another dimension to the sporting challenge this year.,The series launch took place in the historic city centre of Istanbul, attended by some of the world's leading motor sport media and the president of the Turkish motor sport federation Mumtaz Tahincioglu. Behar added: “The IRC aims to bring a whole new dimension to rallying, by taking the sport to the people in a way that has never been seen before.,We aim to do this through a series of high-quality and innovative television programmes on Eurosport, using live broadcasts, in-car cameras and helicopter cameras. We are very pleased that these six manufacturers have supported our initiative, which is a great step forwards for us in only our first full year of competition.”,The Rally of Turkey gets underway today (Friday) with a ceremonial start in Istanbul city's centre, followed by a spectator superspecial stage. In total the crews will tackle 19 gravel stages before returning to Istanbul for the finish at 1600 on Sunday.,The Intercontinental Rally Challenge is a new nine-round rally series authorized by the FIA, which covers three continents (Africa, Europe and Asia).",#1,,June 5,Australia,Male,Volkswagen Parts Advisor,"1,668",809,"1961 Volkswagen Karmann Ghia Coupé,1993 Volkswagen Golf Cabriolet,2006 Volkswagen Golf 19 TDI Comfortline (family car),2008 Volkswagen Jetta 2.0 FSI Comfortline,1975 Volkswagen Passat LS wagon,2017 Golf Alltrack with Premium pack,Phaeton V10 TDI LWB / 2019 ID R / 2001 W12 Coupe / 1961 Type 3 Cabriolet",,NA
Motorsports,Kimi quick again as rain hits Spain,post-182661,"May 2, 2007",kere,"haha,Kimi seems to be really pleased with the improvements they made during these two days. I expect him to be in the front row in the next qualifying, and the next, and the next...",#3,,,Finland,NA,NA,36,3,,,NA
Motorsports,BMW's F1.07 to Drive Nordschleife,post-181699,"Apr 29, 2007",Matt,How do you pull an 8.34 time in an F1 car going at those speeds??? THat doesnt make sence.,#24,,,"Los Angeles, California",NA,Student,"3,136",195,,"Im a college student.,Cars, dirt biking, waterskiing ect.",NA
Motorsports,F1 engines under the new rules: BMW P86,post-34252,"Jan 17, 2006",Carbon,"I hate all these new regulations, they aren't in the spirit of F1.  Let it just be the pinnacle of open-wheel racing that it's supposed to be.  IMO these are too many restrictions and almost as much money is spent trying to find tenths and hundredths of a second improvement under the regulations than if they let them go wild.",#5,,,"Los Angeles, CA",NA,Student,805,9,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-107450,"Oct 29, 2006",H50,"Well i dont agree with you on this. First of all, if these island have been made to last for 10 years, then you are not going to see them.,They invested on the latest technologies and hired many specialist and scientists just to study the project before they even annouce it.,I dont think our tourism is only based on these islands,there are far many other projects thats play major role in shaping Dubais tourism..,The Hydropolis,World's First Underwater Hotel,Dubai Land,Burj Dubai,World's Tallest Building.,Dubai Mall,The Largest Mall in the World.,And many other projects... i just advise to have a look at these sites to have an idea about whats going.,Thanks",#17,,NA,NA,NA,NA,257,147,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-139438,"Jan 15, 2007",tccp,Lucky him! I wish someone would gift me an Island.,#32,,NA,NA,NA,NA,109,35,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-107677,"Oct 30, 2006",kovachian,"Dubai actually is aiming for a little bit of family tourism. If that wasn't the case they wouldn't be building amusement parks, aquariums and other things of that sort.",#28,,"Oct 25, 1975
										
											(Age: 47)",The Malebolge,NA,broke student,264,41,"A4 Quattro / 1.8T / 5 speed,Zonda","Dork, nice guy, smart guy, idiot, gearhead and music lover.,tinkering on cars and playin a lil geetawr",NA
Motorsports,Best drift car!,post-102009,"Oct 15, 2006",dyna-niet,"maybe a z4 m coupe or if you had the money, i would buy a mb clk dtm",#7,,"Feb 7, 1985
										
											(Age: 38)",Netherlands,NA,NA,380,136,,///M SiMplY THe BesT,NA
Motorsports,Best drift car!,post-102001,"Oct 15, 2006",CarGuy,I gotta agree with matt the M3 E46 is one one of the best drifting cars available.,#5,,,"Edmonton, Canada",NA,NA,"2,630","1,345",,"You're familiar with the phrase ""man's reach exceeds his grasp""? It's a lie, man's grasp exceeds his nerve.",NA
Motorsports,A1 GP greek team,post-95781,"Sep 23, 2006",tobajara,,#1,,"Apr 9, 1900
										
											(Age: 123)",Greece Athens,NA,NA,393,173,,,NA
Motorsports,Mika Hakkinen vs Kimi Raikkonen,post-74972,"Jun 24, 2006",YoungWarrior,montoya is overrated and disapointing. A bit of a flop as he cost MB the championship last year and kimis title because he kept crashing and doing the friendly fire thing.,#13,,"Jan 9, 1989
										
											(Age: 34)",NA,NA,NA,625,6,,"""Aerodynamics are for people who cannot build engines"" - Enzo Ferrari",NA
Motorsports,Mika Hakkinen vs Kimi Raikkonen,post-48776,"Mar 14, 2006",donau,Thought the same way and voted for Mika as well...,#11,,"Apr 29, 1954
										
											(Age: 69)",NC USA/SW Finland,Male,NA,"1,425",129,"2013 BMW 550i,1972 Chevy Firenza,1975 Valiant VIP,1960 Ford Anglia,1975 Alfasud,1980 VW Golf,1986 Buick Century,1989 Buick Century,1988 Nissan Sentra,2001 MB E320,2003 MB E320,1989 Porsche 930,1992 GMC vanDura 2500","Automotive History,1989 Porsche 930 - M48 - G64/51",NA
Motorsports,Hungarian GP,post-84665,"Aug 6, 2006",slv,"Kubica was disqualified for being underweight, so Massa moved up on 7th place, while Schumacher getting the 8th one. So, the gap between Schumacher and Alonso is now of 10 points.,Very interesting...,The article is here:",#17,,"Feb 26, 1984
										
											(Age: 39)",NA,NA,NA,51,5,,,NA
Motorsports,Zonda GR in FIA GT,post-56984,"Apr 14, 2006",beckhammania23,i expected more from the pagina,#5,,"Aug 29, 1977
										
											(Age: 45)",Netherlands,NA,NA,454,252,,,NA
Motorsports,A1 Grand Prix: Is anyone following this?,post-59986,"Apr 24, 2006",Agent_Imperial,I'm with Bozzer.  I enjoy the technological aspect of racing just as much as the driving aspect.  As far as innovation goes nothing comes close to F1.,#6,,,"Calgary, Alberta",NA,Energy Trader,29,0,,,NA
Motorsports,Mercedes CLK 63 AMG Named Official 2006 F1 Safety Car,post-46067,"Mar 1, 2006",Kleemann_SL,"SH*T!!!,This is f*ckin amazing!!,Very well done!!",#14,,NA,NA,NA,NA,493,1,,,NA
Motorsports,FIA: Max Mosley to quit in 2009,post-45481,"Feb 27, 2006",yomomwhat,"er....how does he have his replacement lined up? its meant to be done by voting? lol, he should go now.....he just wants to screw F1 over then leave lol",#4,,"May 23, 1987
										
											(Age: 36)",NA,NA,NA,357,30,,,NA
Motorsports,Audi to supply Red Bull with F1 engine?,post-15234,"Nov 14, 2005",MrMan,I wouldn't be suprised to see a full VW/Audi F1 team in the near future so this is very possible.,#4,,"Nov 8, 1980
										
											(Age: 42)","Bay Area, CA",NA,NA,13,0,,"I'm the Ferrari Guy,Cars",NA
Motorsports,Honda soon a works F1 team,post-3271,"Oct 9, 2005",ADGvast,"On the eve of Honda's 100th grand prix as BAR's engine partner, the Japanese manufacturer has acquired a 100 per cent shareholding in the Brackley-based team.,Less than a year after purchasing a 45 per cent share in BAR Limited, Honda has agreed to acquire founding-owner British American Tobacco's 55 per cent majority share. Honda will complete the purchase of the remaining shares by the end of 2005.,The announcement was made in Tokyo on Tuesday ahead of Honda's home grand prix at Suzuka this weekend. Following BMW's acquisition of the Hinwil-based Sauber team, Honda will be the second new works team to join the F1 paddock in 2006.,Honda considers 100 per cent ownership of the team to be a crucial step in its ambition to win the constructors' world championship in the near future.,The team will continue to conduct operations from its current base in Northamptonshire, England, and continue its partnership with Honda Racing Development Limited, which is located in Berkshire.",#1,,April 6,"Sydney NSW, Australia",Male,NA,114,27,,,NA
Motorsports,A1 Grand Prix Of Nations,post-3943,"Oct 11, 2005",Ahmed,"Hey on your first post? why embarissing? he was doing a great job till he crashed !,I meant the first round btw..",#3,,"Oct 10, 1985
										
											(Age: 37)",NA,NA,NA,409,2,,Do the BartMan !,NA
Motorsports,I'm Back....,post-10075,"Oct 30, 2005",rammie,"Naah, not really..I'm just holding it back so that my love for german cars can reveal itself. After all, it is the GermanCarForum",#11,,"Jun 21, 1988
										
											(Age: 34)",Sweden,NA,NA,100,1,,,NA
Motorsports,Alfa run 159 RWD version in WTCC next year,post-9737,"Oct 28, 2005",zetableh,Can't Alfa just do a limited RWD run of the car to homologize it?,#2,,"May 25, 1986
										
											(Age: 37)",Connecticut/New York,NA,Student (Accounting Major),776,115,"2008 Subaru Impreza 2.5i,5-door, Newport Blue Pearl","I'm a college student.,Building model cars, performing a cappella music",NA
Motorsports,FIA unveil the CDG Wing for F1 in 2008,post-10325,"Oct 31, 2005",Osnabrueck,"Thanks for that explanation Carbon. The wing looks funny, but if it actually creates the intended results I'm all for it.",#13,,"Oct 24, 1977
										
											(Age: 45)",NA,NA,NA,"2,825",872,,What is it with Benzes and knocking things down? -Merc1,NA
Motorsports,Lexus announces American Le Mans Series factory team,post-19751,"Dec 1, 2005",Brookside,This is great news...another manufacturer team in the most exciting race series run in the U.S. Sweet.,#2,,"Feb 4, 1900
										
											(Age: 123)",Brookside,NA,NA,236,38,,Brookside,NA
Motorsports,Mercedes CLK 63 AMG Named Official 2006 F1 Safety Car,post-45979,"Feb 28, 2006",GTA45E,"Oh yeah!!! maby an M3 CSL compeditor!,MB would have to make a lightweight version of the CLS63 with a sport package like this to compete with the M6 CSL, That would be hot!",#9,,,United States,Male,NA,"7,083","4,570",,,Premium Supporter
Motorsports,Toyota to Compete in NASCAR,post-35900,"Jan 24, 2006",bmwrules,"I don't find it surprising as Toyota has been racing in NASCAR's Craftsmen Truck Series for a couple of years.  The Craftsmen Truck Series is a league that is a couple levels below NASCAR's top league.  It was seen by most everybody that Toyota being in the truck series was just a warm up for them getting into the top league, a getting your feet wet kind of thing.  A prelude if you will.,The other interesting rumor going around is that Honda may get into NASCAR as well.",#3,,"Oct 2, 1969
										
											(Age: 53)","High Point, NC, USA",NA,NA,449,153,,Gone but not forgotten: 2001 Titanium Silver 330i - 2004 Orient Blue 545i - 2006 Titanium Silver 330i Currently own: 2007 Montego Blue 335 Coupe,NA
Motorsports,BMW Sauber debut the new F1.06,post-34343,"Jan 18, 2006",Germaniac,"I can't believe that all like... 15 replies are to do with the car's colours, of all things,seems we have a rather fashion conscious bunch of gcfs here",#18,,,"Melbourne, Australia",NA,NA,360,160,,,NA
Motorsports,A1 Grand Prix: Is anyone following this?,post-55583,"Apr 10, 2006",Bozzor,"Are any of you guys following the A1 Grand Prix series? I have caught a bit of it here and there, but am not actively seeking it out. How is the series going? Is it a boring waste of time? Any real following yet?,[image no longer available]",#1,,"Feb 24, 1970
										
											(Age: 53)",Sydney (most of the time),NA,Consultant,286,5,,"Hunting,The Road to Hell...leads straight to my door...",NA
Motorsports,F1: New 2006 Ferrari officially launched,post-37902,"Feb 3, 2006",mc_blue,It has a funny looking front wing.,#3,,"Jun 6, 1987
										
											(Age: 35)",NA,NA,NA,529,86,,,NA
Motorsports,2006 AMG Mercedes DTM Roster finalized,post-45583,"Feb 27, 2006",Nicholai_AMG,thanks for the article ! any upgraded specs for the c-class DTM or no evolution??,#2,,NA,NA,NA,NA,260,6,,,NA
Motorsports,Aston Martin at Sebring 2006,post-51448,"Mar 24, 2006",Top Secret,GT1 Class - competes against the C6-R.,#7,,"Jul 19, 1990
										
											(Age: 32)",NA,NA,NA,876,300,,,NA
Motorsports,'06 Bahrain GP weekend,post-48282,"Mar 12, 2006",GrimReaper,"Those are exactly my thoughts. I was soo hoping Alonso would win just so that I don't have to face arrogant Ferrari fans going WOOHOO SCREW YOU, F3RR@R1 7H3 83S7 (BEST I assume). No offence to the sane fans, but the fact is that other than this forum, the world is full of Ferrari fanatics more than others.",#63,,"Jun 3, 1987
										
											(Age: 36)",NA,NA,NA,201,43,,Look Here For Further Information,NA
Motorsports,Hungarian GP,post-84501,"Aug 5, 2006",St. Merc,"Kimi and Mercedes don't deserve it...even with a 2 second penalty, Shucmi's still less than a second behind kimi...that means an actual time of less than 19 seconds...so is Alonso...",#8,,NA,NA,NA,NA,177,2,,"Advertising has us chasing cars and clothing; working jobs we hate, so we can buy shit WE DO NOT NEED.     -Chuck Palahniuk-",NA
Motorsports,Audi Le Mans winner takes on Harrier Jet.,post-79071,"Jul 10, 2006",DaSilva,Vorsprung Durch Technik,#4,,,Norway,Male,VW,"5,281","3,509","Passat GTE 2017,VW e-UP!,VW Golf 160 TSI DSG Cabrio,Audi A1 1.4 TFSI S-Tronic S-line Daytonagrey,VW Golf MKV GTI DSG 2.0 3D 06' Red,Audi Coupe quattro 2.3 90' Red,Audi 80 2.0 92' Beige,Audi A3 3D 1.6 04' Black,Vw Golf 1.8 92',Lamborghini Aventador SV Roadster","UNIQUE & DIFFERENT,- Sant'Agata Bolognese - Uncompromising. Challenging. Aggressive. Exclusive. Sensuous. Extreme.,""If She Was a Car I'd Put Her Legs In The Air Like The Doors Of a Aventador"" -LAMBORGHINI-",NA
Motorsports,Supercars rally in St tropez 2004,post-80858,"Jul 18, 2006",888,,#1,,NA,NA,NA,NA,539,218,,"""For our purposes, promptness is far behind thoroughness."" - Chester Rush",NA
Motorsports,"Mercedes Breaks The 20,000 RPM Barrier",post-82590,"Jul 25, 2006",JaBriX,"Its funny in the history of the Mclaren-Mercedes often Mercedes is the weakest-link of their package but it seems this year the chassis from Mclaren is a bit of a dissapointment.,I believe the Mercedes engine is one of the best out there on the grid and I think a while back this year there was this F1 magazine who used sound pitch test to determine the rev of each team and Mclaren-Mercedes had the 2nd highest revving engine (behind cosworth).",#3,,,Sydney,NA,NA,52,1,,,NA
Motorsports,German GP,post-83313,"Jul 30, 2006",El Zorro,"The German GP was the first GP I watched entirely this season (didn't have much time because of my studies),I think it was a pretty tense race today, probably not as boring as previous races this season?,Can somebody tell me what happened with Montoya?",#5,,,Belgium,NA,NA,509,472,,,NA
Motorsports,Audi vs. Dyson and the ALMS rules makers,post-87115,"Aug 18, 2006",S4Aero,"I know that many here are motorsports fans - myself included. I particularly enjoy open cockpit racing in various forms - LeMans, Formula 1, CART, IRL, etc.,As an Audi fan, I have particulary enjoyed LeMans and the ALMS series. The preformance and dominance of the R8 is the stuff of legends. The new R10 seems poised to pick up the baton without losing a beat.,A remarkable engineering achievement, the R10 is the first Diesel to win the 24 hours of LeMans and several ALMS series races in its first year. It is particularly poignant in today's uncertain fossil fuel environment that the R10, an engineering tour de force, uses a more efficient fuel source, achieving outstanding power, fuel economy and reliability.,Oh yeah, did I mention that it keeps winning?,Well, now it seems that the ALMS governing body (and Dyson Racing) want to change the rules to handicap the R 10. It is their hope that allowing Dyson a 65 kg weight allowance and a larger fuel tank will even things up.,Rules be damned, if somebody looks too good, we'll just change them. Audi, a major contributor to the ALMS, and the only major-brand factory team in P1 is understandably upset by this decision. Dyson seems to like the change - go figure.,I am firmly in Audi's camp on this one.,This isn't some SCCA event or handicapped drag race. This is (supposed to be) PROFESSIONAL racing.,Like we say in our golf group when a friend gets a little too whiney about losing - ""Play better!"",Read the rules, Build your car. Run what you brung. May the best team win.,If you're interested in this, I've posted a link to Fourtitude.com for some history on this story.",#1,,,"Ohio, USA",NA,"Serial Entrepeneur, Restauranteur",66,40,,"I'm a long time car-junkie, sports enthusiast, bon-vivant.,Cars, Golf, String Theory",NA
Motorsports,Former racer reveals dirty Ferrari trick,post-95051,"Sep 20, 2006",AdvEvo,If you must win like that youre not a champ.,#4,,"Sep 8, 1972
										
											(Age: 50)",NA,NA,NA,590,495,,,NA
Motorsports,Renault accuses Ferrari for using illegal tires!,post-92763,"Sep 12, 2006",sif,"Do you not think that Ferrari's car was also built around their flexible rear wing (the biggest single aerodynamic piece on the car and would have a much bigger effect than a mass damper)?  This was also banned, as a result of a rule change mid-season because Ferrari and BMW had found a loop-hole in the law.  IMO the situation is the same and Renault simply have to adapt to the new rules.",#57,,"Nov 5, 1987
										
											(Age: 35)",Nelson UK,NA,Student,67,29,"Nothing at the moment.,Maserati 250F",,NA
Motorsports,Ferrari/Schumacher really dominated China!,post-99404,"Oct 6, 2006",DocM,"renault isnt looking to go at the moment,but the heat is on ...thats for sure",#3,,,Merica,Male,NA,924,842,08 Civic Si,,NA
Motorsports,Hockenheim Supercarday,post-104537,"Oct 21, 2006",GR8 WHITE,"Did I miss a POST where this day was publicized?  ***?,We need to work on communication.....Last posts like ""DONT FORGET"".....Blah Blah Blah....I live 40 minutes from HochenheimRing and I would have been there if it was open to public.....Jeees....what a waste of my life.  Sleeping in on a supercar event of the year.....,Now, let me get back to Gilligan's Island.",#8,,,"Mainz, Germany",NA,NA,16,2,,,NA
Motorsports,Hockenheim Supercarday,post-104535,"Oct 21, 2006",vedjo01,,#6,,"Sep 6, 1980
										
											(Age: 42)","Zagreb,Croatia",NA,My job?I´ll get back on this one when I find one..,"1,969","1,095","2010 KONA FIRE MOUNTAIN DELUXE bicycle :D,BMW E30 318i,BMW E30 M3",http://www.rimac-automobili.com/,NA
Motorsports,Hockenheim Supercarday #2 (New stuff),post-107896,"Oct 30, 2006",CAR-NNOSSEUR,"My dreams are as appealing as these pics!,CARRERA GT!",#3,,,New Jersey,NA,Construction,549,16,,"POISON KLAN (S8/S65 AMG/PORSCHE CARRERA GT/RS6/CLS 63AMG/FLYING SPUR,CAR-NNOSSEUR POISON KLAN (S8*S65AMG*RS6*CLS63AMG*PORSCHE CARRERA GT*FLYING SPUR*R8)",NA
Motorsports,Kimi signed Ferrari deal long ago,post-56419,"Apr 12, 2006",rightnow,"F1, ha! who cares...",#9,,"Feb 7, 1984
										
											(Age: 39)",NA,NA,NA,238,11,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-105903,"Oct 25, 2006",Michael,Oh boy. Is there a Ferrari center to fix his Enzo over there?,#7,,"Jun 14, 1984
										
											(Age: 38)",NA,NA,NA,"4,640",662,BMW M3 or Ferrari 458,Take a look at my portfolio,NA
Motorsports,2007 Renault R27 ?!,post-138726,"Jan 14, 2007",Ultimate Car Guy,Also that the ING logo is mainly orange. So they'll have to change the livery to complement that colour.,#23,,NA,NA,NA,NA,762,580,"BMW M2 Competition (MY 2020),Volkswagen Tiguan 147TDI Elegance (MY 2021),MINI Cooper (MY 2018),Volkswagen Polo Style (MY 2021),Volkswagen Passat V6 (MY 2001),BMW 320i Luminance (MY 2017),Porsche 911 (992) Carrera S",,NA
Motorsports,F1 car on snow,post-147740,"Feb 6, 2007",BeeAmDoubleU,what was the point or purpose of this?,#4,,,Vancouver BC,NA,NA,63,42,,,NA
Motorsports,Mika Häkkinen And His CLK DTM AMG Cabriolet,post-150163,"Feb 12, 2007",mrniall,Very pretty tho from certain angles it looks a little like a BMW M5 possibly???,#19,,,Central Scotland,NA,none,52,13,,"Married dad of 2,driving, reading, films,Understeer is when you hit the wall with the front of the car, oversteer is when you hit it with the back of the car",NA
Motorsports,Ferrari lead driver in 2008,post-157855,"Feb 28, 2007",Blown Thunder,kimi is gonna have a hard time with massa... maybe after couple of races he might catch up with massa... the recent test times shows massa always ahead of kimi,#4,,NA,NA,NA,NA,16,7,,,NA
Motorsports,Ferrari lead driver in 2008,post-157851,"Feb 28, 2007",W204C,No Schumi=No F1 for me,#3,,NA,NA,NA,NA,9,2,,,NA
Motorsports,Rally crashes,post-158163,"Mar 1, 2007",kartno38,The organisers probably gave the drivers the pace notes with that corner being described wrong. It is not unheard of in regional rallies.,#3,post: 158107,NA,NA,NA,NA,21,27,,,NA
Motorsports,"Shortest lap of the ring, ever!",post-163857,"Mar 13, 2007",///K,"HAHAHAHA i cant stop laughing!! for a second there i really thought his car would do a short lap,nice 1",#2,,NA,NA,NA,NA,838,380,,,NA
Motorsports,Audi in F1?,post-168612,"Mar 25, 2007",bmwf1360,"Audi should team up w/ Prodrive which sounds  like a winning combination hopefully they'll become a front runner in a couple years, that would make some good racing between Audi BMW and Mclaren Mercedes",#17,,NA,NA,NA,NA,26,5,,,NA
Motorsports,Traction Control Banned for 2008,post-170905,"Mar 30, 2007",notic,now we get to see who has the real driving skills,#5,,"Mar 26, 1984
										
											(Age: 39)","Vancouver, B.C.",NA,NA,851,151,,,NA
