section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Global,Maserati GranTurismo,post-153648,"Feb 20, 2007",Tumbo,"The A5 is tolittle-designed and the Maserati is over-designed.,Both cars could look so much better.",#67,post: 153390,"Jan 9, 1981
										
											(Age: 42)",Doha,Male,"Athlete, Music video director, Coach","7,752","3,859","Audi Q5 3.2 Quattro -10,Audi A4 Turbo (300hp) -01,* Audi A3 1.8T 214hp -01,* Audi A3 1.8T - 00,Audi SQ5, R8, S8, RS4 B7, RS5, S5, TT-RS","Audi/MB/VW/Lambo fan,(lived in Sweden for 20 years, born in Poland,Audi Q5 3.2 Quattro -10 Audi A4 Turbo 300hp -01",NA
Global,CAR MAGAZINE - Maserati Granturismo,post-210150,"Jul 19, 2007",ZicZachZo,"Sort of a hodgepodge of different design elements to me at first glance.  Not necessarily a bad thing I guess.  However, the headlights remind me a bit of the new G35 Infiniti.  The entire front evokes a bit too much of the XK Jag.  The rear does look like the Ford Mondeo, and wheels remind me of those found on the S5.  Not exactly impressed.  And the interior...  Well the italians can usually get the exterior right...  But not really in this case.  The interior is absolute rubbish...  But I'm sure it will be a great performer...  Right?  Ooops, I guess not.  Hmmmmmmmmmmmm.  I'll take the Quattroporte over this please",#4,,"Mar 20, 1987
										
											(Age: 36)",United Kingdom,Male,NA,"1,108",520,"2019 VW e-Golf,'90 Mercedes Benz 190E 2.6,Porsche 911, Mercedes S205 C63",,NA
Global,Maserati GranTurismo Configurator,post-209475,"Jul 17, 2007",DocM,"ree, nice color choice.,For reasons beyond me I'm really starting to warm up to this car",#4,,,Merica,Male,NA,924,842,08 Civic Si,,NA
Global,Maserati GranTurismo,post-153851,"Feb 20, 2007",Habitual Speeder,"Actually, I thought of this, when I first saw it.,[image no longer available]",#91,post: 153116,,"Ottawa, Canada",NA,NA,"1,396",319,"Own: 2005 Honda Civic SE,Drive: Whatever I decide to take off the lot","""Why is one driver faster than another? He's got more confidence. Sometimes, he gets it by over-riding certain fears & getting away with it. That lures you on."" - Mario Andretti",NA
Global,Maserati GranTurismo,post-154716,"Feb 22, 2007",FasterHigherBetter,Looks better than the Coupe and GranSport!,#133,,,"Tel Aviv, Israel",NA,NA,110,29,,,NA
Global,I was at the GranTurismo launch today.,post-210190,"Jul 19, 2007",vanq,"nice coverage. looks very fierce, maybe because of the front grill.",#3,,NA,NA,NA,NA,141,265,,,NA
Global,Maserati Gran Turismo,post-215033,"Aug 3, 2007",tobajara,,#1,,"Apr 9, 1900
										
											(Age: 123)",Greece Athens,NA,NA,393,173,,,NA
Global,Maserati GranTurismo,post-155296,"Feb 23, 2007",DaSilva,"A,Very Nice Very Nice.. How Much ?,(Borat)",#180,post: 153010,,Norway,Male,VW,"5,281","3,509","Passat GTE 2017,VW e-UP!,VW Golf 160 TSI DSG Cabrio,Audi A1 1.4 TFSI S-Tronic S-line Daytonagrey,VW Golf MKV GTI DSG 2.0 3D 06' Red,Audi Coupe quattro 2.3 90' Red,Audi 80 2.0 92' Beige,Audi A3 3D 1.6 04' Black,Vw Golf 1.8 92',Lamborghini Aventador SV Roadster","UNIQUE & DIFFERENT,- Sant'Agata Bolognese - Uncompromising. Challenging. Aggressive. Exclusive. Sensuous. Extreme.,""If She Was a Car I'd Put Her Legs In The Air Like The Doors Of a Aventador"" -LAMBORGHINI-",NA
Global,Maserati Quattroporte Sport GT S,post-224623,"Aug 31, 2007",tennmb,"A friend of mine picked up a 2005 Quatt with 15k.  First one I've seen up close in the flesh.  What a stunning car, inside and out.  Pictures don't do it justice.",#11,,"Sep 8, 1970
										
											(Age: 52)",NA,Male,NA,"1,665","1,076",,,NA
Global,Maserati GranTurismo,post-155317,"Feb 23, 2007",vabboud,"well the 6er is as youthful abnd sporty as it comes in this segment, save for the maser QP, i would keep it hands down, or trade it in for an F01 or X6 later on if i were to stck to BMW, or i would move to maser or something equally exceptional",#187,,"Oct 14, 1987
										
											(Age: 35)",NA,NA,NA,945,231,,,NA
Global,Canadian Driver - Test Drive:  2007 Maserati Quattroporte,post-236453,"Oct 1, 2007",Beemer B773ER,"Errr... say what?,---,Damn that Quattroporte is just gorgeous. Not your conventional design, and definitely does not employ the design 'rules' that the Germans have, but that Italian passion really shows in this cars looks.,Gimme the Quattroporte Sports over any of the Germans' any day!!",#2,,"Mar 31, 1986
										
											(Age: 37)","San Jose, California (Aussie expat)",Male,NA,"6,526","6,707","2017 Mazda CX-9,2022 Kia Carnival,1992 Toyota Corolla Hatch,2008 BMW 328i Coupe,2015 Mazda CX-5","NASCAR, Motorsports, Aviation, Photography, Travel,“The important thing in life is not to triumph, but to compete”",NA
Global,Maserati GranTurismo: Sex appeal on wheels,post-274480,"Feb 5, 2008",far2000,"[image no longer available],By Michael Booth,Cars and sex: it's time to confess. I've never really grasped the connection.,I can see how a Corvette's wavy waist is supposed to evoke a reclining woman or that the Edsel Ford's face, for some reason probably connected with its designer's disturbed id, was designed to look like a lady's, er, feminine bits.,I can even, at a stretch, kind of see how people think an E-Type is phallic (I have yet to see a penis with headlamps and a number plate – but perhaps I just don't go to the right clubs).,But as far as actually using a car to get sex, I haven't figured that one out, I'm afraid,. Dangle your Ferrari key fob at the nightclub bar? Flirt while driving? Think of the logistics!,No, that only really happens in Elvis movies and, frankly, Elvis could have flirted successfully while entombed within an iron maiden.,But then the new Maserati GranTurismo appeared outside my door. It certainly had its wicked way with me. I was instantly transformed into one of those sex-crazed wolves from old Warner Brothers cartoons, my eyes bursting out of my skull on stalks, my tongue unfurling like a red carpet.,I haven't slobbered that much since I had root canal surgery. I simply could not take my eyes off the thing.,If any car is going to turn you into a red-hot, foxy love god, it's one of these Ferrari V8-engined babies (see, I'm already using the word ""babies"" as if I were some kind of porn actor),.,No wonder there's a year's waiting list.,Fiat, which took over the running of the company from Ferrari in 2007, is talking about sales hitting 10 000 by 2009 and Maserati, helped by a triumphant return to the American market, is making a profit for the first time since Fangio's day.,The night it arrived my wife came over all affectionate for the first time since Gordon Brown took office. It was definitely the GranTurismo I had to thank.,It's obscene in a good way – the raunchiest amalgam of metal, glass, rubber and leather since Cher straddled an aircraft carrier. If you stand next to one while holding its key, I promise you can't help but become sexier by proxy.,This is amazing because the R1.7-million GranTurismo is actually quite a fatty, bulging over the boundaries of even the most generous parking space, like Aretha Franklin in hot pants.,It carries it well, though. It has the coiled sensual grace of a horny otter and, with a top speed of almost 290km/h, the performance to match.,So the Maserati is the kind of car to make a man of, well, even me. It's the kind of car that one can, for instance, all too easily imagine Nicolas Sarkozy ordering to amuse and impress Carla Bruni.,Now there's a man who needs to get himself a GranTurismo. Either that, or a pair of headlamps and a number plate. If you know what I mean... -",#1,,,"cape town, south africa",Male,IT Tech,"1,611","1,201","2012 bmw 320i e90,Fiat Uno 1.1,Toyota Tazz 1.3,Toyota Corolla 1.4i,mazda 6 2.3 A dynamic,Astra GTC 1.8,Kia cerato Koup,ANY AMG!!!!",MERCEDES BENZ AMG//: UNRIVALLED PASSION,NA
Global,Maserati GranTurismo,post-199538,"Jun 20, 2007",astonmartin,so that would be S$400k here?,#250,post: 187126,,Singapore,NA,NA,92,25,,,NA
Global,The Car Enthusiast Review: Maserati GranTurismo,post-288419,"Mar 26, 2008",CorpusCallosum,Link:,#1,,,"Brisbane, Australia",NA,NA,"1,250",696,"BMW 530i,Ford Falcon XR6,BMW 7 series","Cars, Work, Study, Research, Fitness and Exercise and Holidays,Donate Your Organs Please...",NA
Global,2022 All-new Maserati Granturismo,post-1171467,"Oct 4, 2022",Wunderkind,"Why Didn’t Maserati show the car’s interior?,Most probably because it’s crap like the Grecale And all Maseratis.",#46,,NA,NA,NA,NA,"2,274","1,240",,,NA
Global,Maserati planning Paris Motor Show surprise,post-332131,"Sep 24, 2008",genbatata,"for me the GRANTURISMO S is the best looking car and i will take it over any other car,but if it is the convertible version i'm gonna to commit suicide,i think it will be hideous",#5,,NA,NA,NA,NA,12,3,,,NA
Global,Black Friday Blowout! Maserati of Palm Beach offers $35K off '08 Quattroporte,post-348662,"Nov 28, 2008",kovachian,"Don't worry -give them another year and they'll be worth around five dollars, maybe even six.",#3,post: 348659,"Oct 25, 1975
										
											(Age: 47)",The Malebolge,NA,broke student,264,41,"A4 Quattro / 1.8T / 5 speed,Zonda","Dork, nice guy, smart guy, idiot, gearhead and music lover.,tinkering on cars and playin a lil geetawr",NA
Global,Black Friday Blowout! Maserati of Palm Beach offers $35K off '08 Quattroporte,post-348667,"Nov 28, 2008",GBOY,I really don't like this car.,#4,,,"Washington, DC",NA,Art Director,"1,171","1,146","S550 AMG Sport,G550 ...,SL 500 ...,Honda Shadow VT1100,08 Range Rover,04 Range Rover,S430 Sport,CLK320,W202 C Class,Lexus LX450,Mitsubishi 3000GT,S-Coupe Cabriolet","Cars, Pool, Tennis,07 S550 4m Sport * 2011 G550 * 04 SL 500 * Honda Shadow VT1100",NA
Global,Maserati GranTurismo MC Corse Concept,post-332583,"Sep 25, 2008",7saen,Hope not. Not even a Spyder version would be a surprise.,#6,post: 332529,May 16,Germany,Male,NA,842,895,,,NA
Global,Maserati unveils MC Sport Line customization program on GranTurismo S,post-353411,"Dec 18, 2008",Mark,,#4,,,"Tampa, FL",NA,NA,"17,182","6,566","2011 BMW X5 xDrive35d (E70),2006 BMW 650i Cabriolet (E64),1999 Mercedes-Benz C230 Kompressor (W202),1998 Mercedes-Benz E320 (W210),1994 Jaguar XJ6 (XJ40)",,Staff member
Global,Official: Maserati Quattroporte Facelift,post-348476,"Nov 27, 2008",Amo,"I agree. LED strips are already starting to look 'normal'. I think what manufacturers need to do is to think up their own specific design shape for the DRLs e.g. Like Vauxhall/Opel have done the 'blade' shape on the Insignia and plan to carry on this shape onto the rest of their range.,Nice grille though!",#35,post: 309921,,Scotland,NA,Student,544,650,BMW M6,"Cars, cars, cars. Playing the dhol! I like sketching and reading.,Amo",NA
Global,Official: Maserati Quattroporte Facelift,post-309998,"Jun 23, 2008",Potential,Very good looking car. Looks different which seems to be a good thing these days. Everyone wants to stand out from the crowd. This car does a good job at that...,#10,,,Australia,NA,NA,807,284,"BMW 750i, BMW 335i,BMW 530i, MB E500,Rolls Royce Drophead Coupe",,NA
Global,Official: Maserati Quattroporte Facelift,post-317763,"Jul 19, 2008",t32b,"A truly beautiful and iconic car. But re the build quality and resale value issues, I don't have a sense that it's a well build and dependable beast. That so? It's a four door sedan after all. At these prices, beauty needs to be far more than skin deep.",#25,,,"Bay Area, CA",NA,NA,29,12,"2005 Ford GT (white/blue stripe),2005 Porsche 997S Cab (white),2005 Toyota Prius (not white),2000 Lexus LX470 (white),GM EV-1,BMW R-1100RS,Saab 9000S,Saab 900,Tough to give up the Ford GT - but if I did, a Carrera GT",,NA
Global,Official: Maserati Quattroporte Facelift,post-309920,"Jun 23, 2008",VroomVroom,Hot!!!,#6,,"Jun 10, 1993
										
											(Age: 30)",England,NA,NA,"5,465","1,853","Seat Arosa,Nissan Skyline,Mitsubishi FTO gpx,Audi A6 1.8t quattro,Lamborghini Lp640","Girls,Audi's,Cars,Audi - Always Leads, Never Follows.",NA
Global,Official: Maserati Quattroporte Facelift,post-309885,"Jun 23, 2008",coolraoul,Wow... Gorgeous. Sublime.,#2,,,Luxemburg,Male,Lawyer,"4,603","2,239","BMW 118d,1974 Mercedes-Benz 450 SLC","Love classical music, reading,""Minds are like parachutes. They only function when open."" Sir Thomas R. Dewar",NA
Global,Maserati Quattroporte Facelift,post-951753,"Oct 30, 2019",CrunchSlaughtered,"Have you ever considered buying an used car? I know a lot of people prefer to be the first owner but the 8er would be a great offer when is 2 years old, 20 k miles and still some factory warranty left. I myself wouldn't mind if someone had made the first 20 k miles in which the car is still running in. The last time I bought a new car I made 60 k km for half an year and realised that for me it doesn't matter if the car is new or 30-40 k km. Cars are like women - tbey need to be a little used to show their best.",#33,post: 951747,NA,NA,Male,NA,"7,248","7,425","E70,E65,E38,E34 and Alfa 164,CS",,NA
Global,2018 Maserati GranTurismo,post-960683,"Jan 28, 2020",kingjr9000,"Maserati will make it and the GranCabrio its first electric vehicles and has started testing the electric powertrain for them.,By Connor Hoffman,Jan 23, 2020,Maserati has hinted at its electric future for some time now. It has been talking about a new subbrand called Blue that could support fully electric versions of the rumored Alfieri sports car, Quattroporte sedan, and Levante SUV. However, now the Italian automaker is getting more specific, announcing that it has started testing its first all-electric powertrain to be introduced in the new GranTurismo and GranCabrio sports cars.,It hasn't released specifications for this electric powertrain yet, though we expect it to help propel the new GranTurismo and GranCabrio much quicker than its internal-combustion-engined predecessor, which launched to 60 mph in the mid-four-second range. The electric vehicles' sound is also being developed at the facility in Modena, Italy.,The GranTurismo was unveiled at the 2007 Geneva auto show and was produced until November 2019. Maserati also recently announced that a new two-seat sports car is coming, which we originally thought would be the highly anticipated Alfieri that was revealed in 2014, but now we're skeptical of this because of the mid-engine mule we recently saw. We could also see a hybrid version of the Ghibli sedan and a second SUV beneath the Levante in the near future, too.,And, at a recent drive event in Colorado, Maserati representatives repeatedly mentioned a big product announcement coming in May 2020 but wouldn’t provide any additional details. Could a new model riding on this EV platform be what they were referring to?",#55,,January 25,NA,Male,NA,"1,783","2,754",,,NA
Global,2022 All-new Maserati Granturismo,post-1171223,"Oct 3, 2022",A.P.,"Car looks good, but Maserati going bankrupt faster than Aston Martin.",#24,,,NO,Male,NA,"1,645","1,907",,,NA
Global,2022 All-new Maserati Granturismo,post-1171232,"Oct 3, 2022",savage-It,"Yes pls , the same that designed the coming soon M2...",#27,post: 1171217,,Italy,Male,Pilot,"1,124","2,776","Giulia Quadrifoglio/Jeep Wrangler JLU Rubicon/500 Abarth,coming soon Giulia GTAm / 992 Gt3,Gt3 997 MKII,458 Speciale,the next one",,NA
Global,Maserati Quattroporte Sport GT S to Debut in Detroit,post-354454,"Dec 23, 2008",Hadi,"simply gorgeous,wonder how deep is the exhaust's note",#6,,"Nov 5, 1981
										
											(Age: 41)",Syria,NA,NA,33,5,,2006 BMW M6 (Indy Red/full leather Merino Black),NA
Global,Novitec Tridente Reveals Tuning Program for Maserati GranTurismo S,post-381564,"May 6, 2009",CarGuy,Finally a car that demands some serious respect.,#3,,,"Edmonton, Canada",NA,NA,"2,631","1,345",,"You're familiar with the phrase ""man's reach exceeds his grasp""? It's a lie, man's grasp exceeds his nerve.",NA
Global,Maserati Gran Turismo Picture Thread,post-264775,"Jan 3, 2008",Cashmere,some DoF,#26,,NA,NA,NA,NA,"7,588","9,098",,“The only constant in life is change” - Heraclitus,NA
Global,Report: Maserati To Join Ferrari In Hybrid Push,post-448169,"Mar 5, 2010",HighestOfHigh,-,#1,,September 11,DC,Male,NA,"9,364","5,052",Mercedes-Benz S65 AMG,HighestOfHigh,NA
Global,Maserati Gran Turismo Picture Thread,post-292853,"Apr 15, 2008",Will,"beautiful car, i saw it at a ferrari/maserati dealership, too fully appreciate you have to see this car in the flesh, great car to replace the Coupe.",#49,,,"Manchester, UK",Male,AutoTrader,405,229,"Vauxhall Corsa 1.2,Seat Ibiza 1.2,BMW Z4 E85 2.0,Seat Leon Cupra 300,Audi A5 2.7,BMW M3 (E90)",,NA
Global,Maserati reportedly to build sub-Quattroporte M5 rival,post-497074,"Jan 18, 2011",Wolfgang,"First he told us a new Maserati SUV based on the Jeep Grand Cherokee platform,and destined for launch late next year or in early 2013. Then he revealed that the prized platform would also,, one that would revive the Grand Wagoneer nameplate.,Now, Fiat-Chrysler’s demanding CEO Sergio Marchionne has revealed that the new Maserati SUV model will be powered by a Ferrari designed engine, possibly in both V-8 and V-12 configurations.,Speaking at this week’s 2011 Detroit Auto Show, Marchionne described the engine as,, which isn’t hard to imagine considering it’s being designed by the same guys behind the V-8 and V-12 units in the 458 Italia and 599 GTO.,Production is expected to take place within the next 12 to 18 months at Chrysler’s Jefferson North assembly plant in Detroit. And of course, being a Maserati, prices will likely however around the $80,000 to $100,000 mark.,Interestingly, the upcoming luxury SUV isn’t the only new Maserati in the works. A replacement for the aging Quattroporte is due soon and a new ‘entry-level’ sedan designed to take on the likes of the BMW M5 and Audi A7 is also planned. You can read about both models in our previous story by,.",#3,,NA,NA,NA,NA,"10,738","17,360",,The Star always shines from above.,NA
Global,2018 Maserati GranTurismo,post-842847,"Jun 29, 2017",beckervdo,maserati.com,#23,,NA,NA,NA,NA,217,450,,,NA
Global,Maserati Gran Turismo Picture Thread,post-264768,"Jan 3, 2008",DeDe,[image no longer available],#25,,NA,NA,Male,NA,"9,565","20,811","1994 Mercedes C200, 2002 Renault Clio 1.2 16V,2020 Porsche 992 Turbo S","""Insane. Absolutely, brilliantly insane."" - Steve Sutcliffe on the 720S",NA
Global,Official: Maserati GranCabrio,post-405551,"Aug 24, 2009",picsoubmw,Maserati GranCabrio,#1,,,France,Male,NA,707,"1,787","2004 BMW 645Ci,1997 BMW 728i Individual,1988 BMW 535i",,NA
Global,Maserati Quattroporte Facelift,post-837852,"May 20, 2017",hovabongZA,"This brand has so much potential the name and badge alone are very exotic but under the FIAT group it will forever be neglected and in the shadows of Ferrari. Under  MB , BMW or even TATA it would have been better of.,Edit: it's got the one of the best sounding V8s.",#20,,NA,NA,Male,NA,"6,335","11,263",,,NA
Global,Official: Maserati GranCabrio,post-502896,"Feb 21, 2011",Michael,"The pictures on the first page, the very first ones, is there anyway I can get those in 1440 X 900 resolution?",#37,,"Jun 14, 1984
										
											(Age: 39)",NA,NA,NA,"4,640",662,BMW M3 or Ferrari 458,Take a look at my portfolio,NA
Global,440 HP Maserati GranTurismo S,post-284015,"Mar 8, 2008",strekov,"Lock this,Video: Maserati Gran Turismo S,Top Qualitet",#23,,NA,NA,NA,NA,1,0,,,NA
Global,Official: Maserati GranCabrio,post-406740,"Aug 27, 2009",Shining Star,Beautiful Car!,#27,,NA,NA,NA,NA,"2,494","2,766",,,NA
Global,Official: Maserati GranCabrio,post-407904,"Sep 1, 2009",wombatt,"Here is one that was missed, my vote for topless sex on wheels!",#29,,NA,NA,NA,NA,8,0,,,NA
Global,Official: Maserati GranCabrio,post-527401,"Jul 27, 2011",wookieecrisp,"So beautiful... Maserati is really on a roll with their current lineup, I'm very glad they didn't put the weird MC Stradale body kit on the GranCabrio Sport!,This or a DBS Volante would be a very difficult decision, even though they are in very different price ranges...",#46,,May 21,Where climate means 4MATIC is necessary,NA,NA,318,165,,"Photography, Mercedes-Benz, Formula 1",NA
Global,Official: Maserati GranCabrio,post-527366,"Jul 27, 2011",Soup,"[image no longer available],[image no longer available]",#45,,NA,NA,NA,NA,"8,343","23,129","A to Z,Formula-One 1:43",,Premium Supporter
Global,Official: Maserati GranCabrio,post-406948,"Aug 28, 2009",Makini,Ho hum! The Aston Martin Vantage is way prettier. This looks alot better as a coupé.,#28,,May 7,Nairobi.,Male,Marketer.,316,107,"2015 Volkswagen Tiguan Sport & Style 2.0TSI DSG,2013 Volkswagen Amarok HL Bi-TDI AG8,2009 Volwagen Touareg 3.0 V6 TDI AG6,2011 Volkswagen Passat CC 1.8TSI DSG-7,2005 Volkswagen Passat Variant 1.8T MT,1990 Nissan Bluebird RU12 2.0 SSS.,1997 Subaru Impreza WRX Hatchback.,2003 Volkswagen Jetta Highline 1.9 TDI.,2006 Volkswagen Touareg 2.5R5 TDI AG6,2007 Volkswagen Passat Comfortline 2.0 TDI.,2014 Volkswagen Tiguan S&S 2.0 TSI DSG,(Bike) Honda CB1000R",Speak softly but carry a big stick...,NA
Global,Official: Maserati GranCabrio,post-406592,"Aug 27, 2009",Remy Zero,Sexy!,#25,,,Malaysia,NA,HR Analyst,"3,087","4,369",,"Lifting weights,Never, Never, Never Give up...",NA
Global,Official: Maserati GranCabrio,post-405842,"Aug 25, 2009",m-power,"I still prefer the coupe, though it's really a handsome cabrio.,The boot looks funny from this angle - The roof cover is not perfectly executed IMO",#22,,"Aug 12, 1979
										
											(Age: 43)",NA,NA,General Surgeon,"1,016","1,114",BMW 530i,Photography,NA
Global,Maserati Quattroporte Facelift,post-795549,"Jun 16, 2016",ThroughandThrough,"If anything, the taillights needed a facelift.",#15,,,TX,Male,NA,"1,631","2,217","2012 C250 sport,2016 E400 (ordered, and on its way!),2011 E350 sport",,NA
Global,Maserati Quattroporte Facelift,post-795451,"Jun 14, 2016",Monster,"I am guessing xenons as well. The Fiat, Ferrari group has been pretty slow to adapt to LED headlight technology.",#11,post: 795393,"Aug 1, 1985
										
											(Age: 37)",Sydney,Male,Half arsed project engineer,"14,637","16,234",,"Cars, rock music, exercising, eating, sleeping, fixing things, a lot of swearing,Now officially an engineer",Staff member
Global,Maserati Quattroporte Facelift,post-795297,"Jun 13, 2016",klier,"Not to mention, the previous had a Ferrari engine....,I agree with,btw, don't understand how they could have kept these horrible headlights. They almost look like they were drawn by someone with Parkinsons. No disrespect.,These are the first words in the press release.,Needless to say, I stopped reading this BS right there.",#6,post: 795272,,"The Hague, The Netherlands",Male,NA,"33,272","23,416",,Weather is not the same as climate,Premium Supporter
Global,Maserati Quattroporte Facelift,post-795393,"Jun 14, 2016",Tarek,Silly question: are those Bi Xenons or full LED headlights?..looks like xenons.,#10,,,Cairo.,NA,Dentist,"9,862","2,291",Italian.,,NA
Global,Maserati Quattroporte Facelift,post-795289,"Jun 13, 2016",hoffmeister_fan,"Yeah, I was hoping they'd be addressed, alas...  THough you still see some Chrysler bits, the interior is a step in the right direction.,Are you talking about the previous generation or the one that premiered in the 1960's?,The previous generation was special.  The design was unique, and, in a way, pioneered that 4-door coupe aesthetic (The CLS definitely popularized it).  In smoothing out some of the muscularity and making the current QP more sedan-like, it lost some of that charm.",#5,"post: 795274,post: 795278",NA,NA,NA,NA,"10,711","9,364",,"Nothing to see here, officer.  Just a bin.",NA
Global,Maserati Quattroporte Facelift,post-795278,"Jun 13, 2016",Mr Robert,"I kind of liked the original one. It was never pretty, never really powerful, but you had a sense of occasion in it.",#4,,,Sweden,Male,Lawyer,"10,962","4,339","2010 BMW E91 320d,2012 Mercedes 220d C-class,2010 320d M,2002 320i M-Sport,2009 MINI Cooper S,1989 Mazda 323 1,6 DL,1987 VW Polo 1,6 CL",Edmunds - Insideline  We love a giant killer because it makes great headlines and there's always pressure to deliver an upset.  And I'm CURIOUS,NA
Global,Maserati Quattroporte Facelift,post-795270,"Jun 13, 2016",Rainer271,,#1,,,Germany,Male,NA,"11,238","19,366",,"Regards, Rainer",NA
Global,Maserati plots new supercar based on LaFerrari (2015),post-631752,"Apr 1, 2013",JHF,,#5,,NA,NA,Male,NA,"3,522","7,818",,,NA
Global,[Spy Shots]:2014 Maserati Quattroporte,post-558520,"Jan 25, 2012",MathewBMW,"This rendering is based on the Toyota Avalon, isn't it? Didn't like the Ford Kinetic Design (2012 Mondeo or 2013 Fusion) at the rear and the 2012 Hyundai Grandeur's side style. Let's hope the upcoming rumours about the powertrain become true.",#17,,,Brazil,Male,Med Student,59,14,"'10 Mercedes-Benz W212 E63 AMG,'06 BMW E63 M6,'11 MINI Cooper S,'04 Porsche Carrera GT","Cars, of course.,'10 Mercedes-Benz W212 E63 AMG, '06 BMW E63 M6 and '11 MINI Cooper S.",NA
Global,Maserati plots new supercar based on LaFerrari (2015),post-629164,"Mar 20, 2013",Pedro Alexandre,Source:,#1,,NA,NA,NA,NA,373,"1,033","Audi A4; VW Golf; Ford Focus;,Porsche 911 GT3",,NA
Global,[Spy Shots]:2014 Maserati Quattroporte,post-558352,"Jan 24, 2012",purplehenk,It's just a photoshop..,#9,,,The Netherlands,NA,Automotive Illustrator,319,410,VW Schwimmwagen,'85 A112 Junior,NA
Global,[Spy Shots]:2014 Maserati Quattroporte,post-582526,"Jun 13, 2012",vios1,"the interior is a big let down, hope the actual will be good. Look cheap to me",#55,,,"Malaysia, KL",NA,NA,801,"1,074","Porsche Cayenne S, W212 E350, 2008 Bentley Continental GTC,mercedes,BMW,Ferrari",,NA
Global,[Spy Shots]:2014 Maserati Quattroporte,post-571427,"Mar 27, 2012",-=Hot|Ice=-,,#46,,,In my Empire.,Male,Dreaming.,"2,172","1,227","2018 Audi S5 Coupe,2013 BMW M3 Coupe,2009 Kawasaki ZX-6R,2008 BMW 328xi Coupe,Too many to list.",I like being me.,NA
Global,SPIED: 2014 Maserati Ghibli prototype,post-632971,"Apr 9, 2013",Kilcrohane,"knockout motor. panic ensues in usual quarters.,full pictures from Auto Zeitung here:,you can tell this is good 'un as the usual suspects - the limey lackey hacks - are straight in there, pre-emptively trying to smear the product and steer their readers in the 'right' direction:,smear:,the new 3.0 litre V6 bi-turbo petrol in the Ghibli and Quattroporte is a Ferrari build and design.,steer:,The fawning Brit hacks know this good-looking Ghibli and its Ferrari engine instantly make the XF and XJ old hat.",#41,,"Jan 1, 1900
										
											(Age: 123)",NA,NA,NA,745,856,,Jag XE V6 S pre-ordered(swapped for a Lada Niva),NA
Global,SPIED: 2014 Maserati Ghibli prototype,post-631893,"Apr 2, 2013",MarcinM,for what day the reveal is planned?,#26,,NA,NA,NA,NA,222,39,,,NA
Global,[Spy Shots]:2014 Maserati Quattroporte,post-558334,"Jan 24, 2012",SKY,"One of the WORST replacements I´ve ever seen. Damm, the current car is so nice compared to this crap.",#1,,,"Madrid, Spain",Male,NA,"10,655","7,711",,,NA
Global,Maserati GranTurismo Sport,post-754326,"Jul 4, 2015",hannaz,"There’s only one way to say this so I’m just going to go ahead and say that this is one of the hottest cars to ever come out of Italy.,And to clarify, this isn’t just any version of the GranTurismo (a car that’s absolutely stunning in and of itself), but the MC Stradale – a much more track oriented animal.,The Maserati GranTurismo MC Stradale features a new front splitter and rear air dam for improved aerodynamics, downforce and cooling of the carbon ceramic brakes and engine. The mods add about 48 extra mm (2 inches) to the car’s total length.,It also sits closer to the ground than the regular GranTurismo S and on top of that it will also max out at 303 km/h (188 mph), which is pretty impressive.,In terms of acceleration, the MC Stradale will hit 100 km/h (62 mph) in 4.5 seconds – which to be fair isn’t mind bending anymore but it will surely get the job done.,As for the looks, well, this was already one of the world’s best looking coupes so the fact that they strapped on a set of Vossen Forged VPS-306 wheels is even more of a good thing. The VPS-306 series wheels are the same ones we saw on this Mercedes AMG GT S, except that in a different color.,Bottom line, what’s not to love about this car? It’s got the looks, it’s certainly fast and most of all it will get your heart racing once you start revving its naturally aspirated V8 engine. It’s one of the world’s best sounding power units.",#20,,"May 22, 1981
										
											(Age: 42)","Calicut, Kerala, India",Male,Auto-Journalist,"4,356","8,214","Mercedes Benz G-Wagon (300GD, W460),,Royal Enfield Bullet (1958),Mercedes Benz 220D (W115, 1968), E250D (W124), E250 (W210), 190 (W201),Range Rover (1985), Suzuki Gypsy (Samurai),Mercedes-Maybach S650, new G-Class, AMG S65 , G-Professional, G63 6x6, SLR, Unimog, Arocs SLT 8x8.","Auto Journalist by profession, Passionate auto-lover by heart.,Juror - WCOTY (World Car Awards),Chief Editor - Fly Wheel Automotives.,Power of Passion - facebook.com/HanMust",NA
Global,Maserati GranTurismo Sport,post-568118,"Mar 7, 2012",mini_cooper4,A blue jewel... what a Masterpiece,#13,,NA,NA,Male,NA,"5,649","2,666",Sold: BMW 1M 2011 and X5 3.0d 2007 Black/Black Leather * BMW M5 2007 SMG White/Black Leather and BMW 730d 2003 Beige/Beige Leather * Stolen: BMW 318d 2008 Sparkling Graphite/ Beige,,NA
Global,Maserati GranTurismo Sport,post-567821,"Mar 6, 2012",speed_kills,How long is Maserati producing the Gran Turismo?,#5,,NA,NA,Male,NA,664,141,"Alfa Romeo Mito 1.6 JTDM and Peugeot 208 1.4 HDI,Peugeot 306 1.4i,Lotus Exige","""To,, just,""",NA
