section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Motorsports,Audi to supply Red Bull with F1 engine?,post-15234,"Nov 14, 2005",MrMan,I wouldn't be suprised to see a full VW/Audi F1 team in the near future so this is very possible.,#4,,"Nov 8, 1980
										
											(Age: 42)","Bay Area, CA",NA,NA,13,0,,"I'm the Ferrari Guy,Cars",NA
Motorsports,Honda soon a works F1 team,post-3271,"Oct 9, 2005",ADGvast,"On the eve of Honda's 100th grand prix as BAR's engine partner, the Japanese manufacturer has acquired a 100 per cent shareholding in the Brackley-based team.,Less than a year after purchasing a 45 per cent share in BAR Limited, Honda has agreed to acquire founding-owner British American Tobacco's 55 per cent majority share. Honda will complete the purchase of the remaining shares by the end of 2005.,The announcement was made in Tokyo on Tuesday ahead of Honda's home grand prix at Suzuka this weekend. Following BMW's acquisition of the Hinwil-based Sauber team, Honda will be the second new works team to join the F1 paddock in 2006.,Honda considers 100 per cent ownership of the team to be a crucial step in its ambition to win the constructors' world championship in the near future.,The team will continue to conduct operations from its current base in Northamptonshire, England, and continue its partnership with Honda Racing Development Limited, which is located in Berkshire.",#1,,April 6,"Sydney NSW, Australia",Male,NA,114,27,,,NA
Motorsports,A1 Grand Prix Of Nations,post-3943,"Oct 11, 2005",Ahmed,"Hey on your first post? why embarissing? he was doing a great job till he crashed !,I meant the first round btw..",#3,,"Oct 10, 1985
										
											(Age: 37)",NA,NA,NA,409,2,,Do the BartMan !,NA
Motorsports,I'm Back....,post-10075,"Oct 30, 2005",rammie,"Naah, not really..I'm just holding it back so that my love for german cars can reveal itself. After all, it is the GermanCarForum",#11,,"Jun 21, 1988
										
											(Age: 34)",Sweden,NA,NA,100,1,,,NA
Motorsports,Alfa run 159 RWD version in WTCC next year,post-9737,"Oct 28, 2005",zetableh,Can't Alfa just do a limited RWD run of the car to homologize it?,#2,,"May 25, 1986
										
											(Age: 37)",Connecticut/New York,NA,Student (Accounting Major),776,115,"2008 Subaru Impreza 2.5i,5-door, Newport Blue Pearl","I'm a college student.,Building model cars, performing a cappella music",NA
Motorsports,BMW Sauber confirm Villeneuve,post-19636,"Dec 1, 2005",klier,"I don't know what yo guys are talking about. Villeneuve is great to have imo!,Love that guy!",#5,,,"The Hague, The Netherlands",Male,NA,"33,232","23,360",,Weather is not the same as climate,Premium Supporter
Motorsports,Lexus announces American Le Mans Series factory team,post-19751,"Dec 1, 2005",Brookside,This is great news...another manufacturer team in the most exciting race series run in the U.S. Sweet.,#2,,"Feb 4, 1900
										
											(Age: 123)",Brookside,NA,NA,236,38,,Brookside,NA
Motorsports,Mercedes CLK 63 AMG Named Official 2006 F1 Safety Car,post-45979,"Feb 28, 2006",GTA45E,"Oh yeah!!! maby an M3 CSL compeditor!,MB would have to make a lightweight version of the CLS63 with a sport package like this to compete with the M6 CSL, That would be hot!",#9,,,United States,Male,NA,"7,083","4,570",,,Premium Supporter
Motorsports,Few nice words from the legend - Keke Rosberg,post-31647,"Jan 9, 2006",MikeJ,"No Carbon - Keke is a Finn (despite being born in Stockholm, Sweden). His son Nico is a German, and us Finns don't have a problem with that, well most of us anyway.,Besides the next ""Flying Finn"" (which originally referred to a runner, btw) is without doubt Heikki Kovalainen who beat MS in the Race of Champions last year.",#17,,"Jun 19, 1978
										
											(Age: 44)","Oulu, Finland",NA,"Accountant, translator","3,242","1,827","Skoda Octavia vRS,Skoda Fabia Combi Sport,Saab 9-3","I'm a lot of things.,Don't ask the world to change - you change first.",NA
Motorsports,BMW Sauber debut the new F1.06,post-34343,"Jan 18, 2006",Germaniac,"I can't believe that all like... 15 replies are to do with the car's colours, of all things,seems we have a rather fashion conscious bunch of gcfs here",#18,,,"Melbourne, Australia",NA,NA,360,160,,,NA
Motorsports,2006 AMG Mercedes DTM Roster finalized,post-45583,"Feb 27, 2006",Nicholai_AMG,thanks for the article ! any upgraded specs for the c-class DTM or no evolution??,#2,,NA,NA,NA,NA,260,6,,,NA
Motorsports,Aston Martin at Sebring 2006,post-51448,"Mar 24, 2006",Top Secret,GT1 Class - competes against the C6-R.,#7,,"Jul 19, 1990
										
											(Age: 32)",NA,NA,NA,876,300,,,NA
Motorsports,"Gascoyne 'suspended"" from Toyota F1 effort...",post-54541,"Apr 6, 2006",Bozzor,"[image no longer available],This is really bad for Toyota: it is unprecedented to suspend a such senior manager so early in the season. This will really hurt Toyota...",#1,,"Feb 24, 1970
										
											(Age: 53)",Sydney (most of the time),NA,Consultant,286,5,,"Hunting,The Road to Hell...leads straight to my door...",NA
Motorsports,'06 Bahrain GP weekend,post-48282,"Mar 12, 2006",GrimReaper,"Those are exactly my thoughts. I was soo hoping Alonso would win just so that I don't have to face arrogant Ferrari fans going WOOHOO SCREW YOU, F3RR@R1 7H3 83S7 (BEST I assume). No offence to the sane fans, but the fact is that other than this forum, the world is full of Ferrari fanatics more than others.",#63,,"Jun 3, 1987
										
											(Age: 36)",NA,NA,NA,201,43,,Look Here For Further Information,NA
Motorsports,A1 Grand Prix: Is anyone following this?,post-59986,"Apr 24, 2006",Agent_Imperial,I'm with Bozzer.  I enjoy the technological aspect of racing just as much as the driving aspect.  As far as innovation goes nothing comes close to F1.,#6,,,"Calgary, Alberta",NA,Energy Trader,29,0,,,NA
Motorsports,Mika Hakkinen drives a CLK DTM AMG Cabriolet,post-71275,"Jun 9, 2006",tobajara,"Mika Hakkinen drives a CLK DTM AMG Cabriolet,[image no longer available]",#1,,"Apr 9, 1900
										
											(Age: 123)",Greece Athens,NA,NA,393,173,,,NA
Motorsports,Crazy rumor:BMW lines up $1bn payday for Schumacher,post-82286,"Jul 24, 2006",JaBriX,"I just cant picture MS wearing the BMW overalls, somehow it looks wrong .. same case with MS wearing Mclaren overalls. He has been at ferrari for long time and should stay there, plus I dont want a cheat driving for teams like McLaren and BMW. The results and statistics might back him but I dont think he has a lot of respect from a lot of people.",#19,,,Sydney,NA,NA,52,1,,,NA
Motorsports,Audi vs. Dyson and the ALMS rules makers,post-87115,"Aug 18, 2006",S4Aero,"I know that many here are motorsports fans - myself included. I particularly enjoy open cockpit racing in various forms - LeMans, Formula 1, CART, IRL, etc.,As an Audi fan, I have particulary enjoyed LeMans and the ALMS series. The preformance and dominance of the R8 is the stuff of legends. The new R10 seems poised to pick up the baton without losing a beat.,A remarkable engineering achievement, the R10 is the first Diesel to win the 24 hours of LeMans and several ALMS series races in its first year. It is particularly poignant in today's uncertain fossil fuel environment that the R10, an engineering tour de force, uses a more efficient fuel source, achieving outstanding power, fuel economy and reliability.,Oh yeah, did I mention that it keeps winning?,Well, now it seems that the ALMS governing body (and Dyson Racing) want to change the rules to handicap the R 10. It is their hope that allowing Dyson a 65 kg weight allowance and a larger fuel tank will even things up.,Rules be damned, if somebody looks too good, we'll just change them. Audi, a major contributor to the ALMS, and the only major-brand factory team in P1 is understandably upset by this decision. Dyson seems to like the change - go figure.,I am firmly in Audi's camp on this one.,This isn't some SCCA event or handicapped drag race. This is (supposed to be) PROFESSIONAL racing.,Like we say in our golf group when a friend gets a little too whiney about losing - ""Play better!"",Read the rules, Build your car. Run what you brung. May the best team win.,If you're interested in this, I've posted a link to Fourtitude.com for some history on this story.",#1,,,"Ohio, USA",NA,"Serial Entrepeneur, Restauranteur",66,40,,"I'm a long time car-junkie, sports enthusiast, bon-vivant.,Cars, Golf, String Theory",NA
Motorsports,Hungarian GP,post-84665,"Aug 6, 2006",slv,"Kubica was disqualified for being underweight, so Massa moved up on 7th place, while Schumacher getting the 8th one. So, the gap between Schumacher and Alonso is now of 10 points.,Very interesting...,The article is here:",#17,,"Feb 26, 1984
										
											(Age: 39)",NA,NA,NA,51,5,,,NA
Motorsports,Hungarian GP,post-84501,"Aug 5, 2006",St. Merc,"Kimi and Mercedes don't deserve it...even with a 2 second penalty, Shucmi's still less than a second behind kimi...that means an actual time of less than 19 seconds...so is Alonso...",#8,,NA,NA,NA,NA,177,2,,"Advertising has us chasing cars and clothing; working jobs we hate, so we can buy shit WE DO NOT NEED.     -Chuck Palahniuk-",NA
Motorsports,Audi Le Mans winner takes on Harrier Jet.,post-79071,"Jul 10, 2006",DaSilva,Vorsprung Durch Technik,#4,,,Norway,Male,VW,"5,281","3,509","Passat GTE 2017,VW e-UP!,VW Golf 160 TSI DSG Cabrio,Audi A1 1.4 TFSI S-Tronic S-line Daytonagrey,VW Golf MKV GTI DSG 2.0 3D 06' Red,Audi Coupe quattro 2.3 90' Red,Audi 80 2.0 92' Beige,Audi A3 3D 1.6 04' Black,Vw Golf 1.8 92',Lamborghini Aventador SV Roadster","UNIQUE & DIFFERENT,- Sant'Agata Bolognese - Uncompromising. Challenging. Aggressive. Exclusive. Sensuous. Extreme.,""If She Was a Car I'd Put Her Legs In The Air Like The Doors Of a Aventador"" -LAMBORGHINI-",NA
Motorsports,Wanna be friend with Alonso? get a pair of these,post-83861,"Aug 2, 2006",tccp,"HAHA.  For a second there i believed you.,how you know their names?  my wife is curious, she says most guys have spare time to please their,by looking for new girls on the net all the time even if they have beautiful wifes or girlfriends that can offer much more.",#7,,NA,NA,NA,NA,109,35,,,NA
Motorsports,German GP,post-83313,"Jul 30, 2006",El Zorro,"The German GP was the first GP I watched entirely this season (didn't have much time because of my studies),I think it was a pretty tense race today, probably not as boring as previous races this season?,Can somebody tell me what happened with Montoya?",#5,,,Belgium,NA,NA,509,472,,,NA
Motorsports,Hockenheim Supercarday,post-104535,"Oct 21, 2006",vedjo01,,#6,,"Sep 6, 1980
										
											(Age: 42)","Zagreb,Croatia",NA,My job?I´ll get back on this one when I find one..,"1,969","1,095","2010 KONA FIRE MOUNTAIN DELUXE bicycle :D,BMW E30 318i,BMW E30 M3",http://www.rimac-automobili.com/,NA
Motorsports,Former racer reveals dirty Ferrari trick,post-95051,"Sep 20, 2006",AdvEvo,If you must win like that youre not a champ.,#4,,"Sep 8, 1972
										
											(Age: 50)",NA,NA,NA,590,495,,,NA
Motorsports,Renault accuses Ferrari for using illegal tires!,post-92763,"Sep 12, 2006",sif,"Do you not think that Ferrari's car was also built around their flexible rear wing (the biggest single aerodynamic piece on the car and would have a much bigger effect than a mass damper)?  This was also banned, as a result of a rule change mid-season because Ferrari and BMW had found a loop-hole in the law.  IMO the situation is the same and Renault simply have to adapt to the new rules.",#57,,"Nov 5, 1987
										
											(Age: 35)",Nelson UK,NA,Student,67,29,"Nothing at the moment.,Maserati 250F",,NA
Motorsports,Ferrari/Schumacher really dominated China!,post-99404,"Oct 6, 2006",DocM,"renault isnt looking to go at the moment,but the heat is on ...thats for sure",#3,,,Merica,Male,NA,924,842,08 Civic Si,,NA
Motorsports,Dont miss this! WRC Rally car crashes into a tree,post-104184,"Oct 20, 2006",H50,"Thats scary ...,The X5 driver is from UAE... He is a good driver..,Thanks J_M..",#4,,NA,NA,NA,NA,257,147,,,NA
Motorsports,Update On The McLaren Mercedes F1 Team,post-40676,"Feb 12, 2006",Rengoku,"Hmmm... thats interesting, so both the Mclaren and the Honda have a little hole at the tip of the car's nose. Any idea what's that for?",#37,,"Mar 21, 1984
										
											(Age: 39)","Toronto, Canada",NA,NA,65,61,,,NA
Motorsports,Hockenheim Supercarday #2 (New stuff),post-107896,"Oct 30, 2006",CAR-NNOSSEUR,"My dreams are as appealing as these pics!,CARRERA GT!",#3,,,New Jersey,NA,Construction,549,16,,"POISON KLAN (S8/S65 AMG/PORSCHE CARRERA GT/RS6/CLS 63AMG/FLYING SPUR,CAR-NNOSSEUR POISON KLAN (S8*S65AMG*RS6*CLS63AMG*PORSCHE CARRERA GT*FLYING SPUR*R8)",NA
Motorsports,Kimi signed Ferrari deal long ago,post-56419,"Apr 12, 2006",rightnow,"F1, ha! who cares...",#9,,"Feb 7, 1984
										
											(Age: 39)",NA,NA,NA,238,11,,,NA
Motorsports,Schumacher given an island by Dubai prince,post-107677,"Oct 30, 2006",kovachian,"Dubai actually is aiming for a little bit of family tourism. If that wasn't the case they wouldn't be building amusement parks, aquariums and other things of that sort.",#28,,"Oct 25, 1975
										
											(Age: 47)",The Malebolge,NA,broke student,264,41,"A4 Quattro / 1.8T / 5 speed,Zonda","Dork, nice guy, smart guy, idiot, gearhead and music lover.,tinkering on cars and playin a lil geetawr",NA
Motorsports,2007 Renault R27 ?!,post-138726,"Jan 14, 2007",Ultimate Car Guy,Also that the ING logo is mainly orange. So they'll have to change the livery to complement that colour.,#23,,NA,NA,NA,NA,762,580,"BMW M2 Competition (MY 2020),Volkswagen Tiguan 147TDI Elegance (MY 2021),MINI Cooper (MY 2018),Volkswagen Polo Style (MY 2021),Volkswagen Passat V6 (MY 2001),BMW 320i Luminance (MY 2017),Porsche 911 (992) Carrera S",,NA
Motorsports,F1 car on snow,post-147740,"Feb 6, 2007",BeeAmDoubleU,what was the point or purpose of this?,#4,,,Vancouver BC,NA,NA,63,42,,,NA
Motorsports,Mika Häkkinen And His CLK DTM AMG Cabriolet,post-150163,"Feb 12, 2007",mrniall,Very pretty tho from certain angles it looks a little like a BMW M5 possibly???,#19,,,Central Scotland,NA,none,52,13,,"Married dad of 2,driving, reading, films,Understeer is when you hit the wall with the front of the car, oversteer is when you hit it with the back of the car",NA
Motorsports,Ferrari lead driver in 2008,post-157855,"Feb 28, 2007",Blown Thunder,kimi is gonna have a hard time with massa... maybe after couple of races he might catch up with massa... the recent test times shows massa always ahead of kimi,#4,,NA,NA,NA,NA,16,7,,,NA
Motorsports,Rally crashes,post-158163,"Mar 1, 2007",kartno38,The organisers probably gave the drivers the pace notes with that corner being described wrong. It is not unheard of in regional rallies.,#3,post: 158107,NA,NA,NA,NA,21,27,,,NA
Motorsports,Ferrari lead driver in 2008,post-157851,"Feb 28, 2007",W204C,No Schumi=No F1 for me,#3,,NA,NA,NA,NA,9,2,,,NA
Motorsports,"Shortest lap of the ring, ever!",post-163857,"Mar 13, 2007",///K,"HAHAHAHA i cant stop laughing!! for a second there i really thought his car would do a short lap,nice 1",#2,,NA,NA,NA,NA,838,380,,,NA
Motorsports,Audi in F1?,post-168612,"Mar 25, 2007",bmwf1360,"Audi should team up w/ Prodrive which sounds  like a winning combination hopefully they'll become a front runner in a couple years, that would make some good racing between Audi BMW and Mclaren Mercedes",#17,,NA,NA,NA,NA,26,5,,,NA
Motorsports,Traction Control Banned for 2008,post-170905,"Mar 30, 2007",notic,now we get to see who has the real driving skills,#5,,"Mar 26, 1984
										
											(Age: 39)","Vancouver, B.C.",NA,NA,851,151,,,NA
Motorsports,$391m F1 scandal,post-188303,"May 21, 2007",far2000,"China's F1 Grand Prix track chief has been fired for using company money to pay for a house and ""other illegal behaviour"", state media reported on Monday.,Yu Zhifei, general manager of the Shanghai International Circuit, had been under investigation since October in connection with a scandal involving the misuse of more than 3bn yuan ($391 million) of the city's social security fund.,Yu, the key promoter and organiser of the Shanghai F1 Grand Prix, was also expelled from the Communist Party along with two other senior officials, the,said, citing the city's corruption watchdog.,Chen Chaoxian, former deputy Communist Party chief of Shanghai's Changning district, was dismissed from his post for taking a ""huge amount of cash from benefactors"", the paper said.,Shanghai's top official in charge of state-owned assets, Ling Baoheng, was also sacked for taking bribes, the paper said.,The social security scandal, which broke in July last year, has been described by official media as the city's largest corruption case since economic reforms started in the 1980s.,It has already netted several government and company officials and led to the dismissal of Shanghai party chief Chen Liangyu.,It was not clear whether Yu, a flamboyant figure who once ran a Shanghai soccer club and brought Manchester United to Shanghai in 1999, would face criminal charges.,The state-of-the-art $350m Shanghai track, which can hold 200 000 people and is located in the city's western fringe, hosted the country's first F1 Grand Prix in September 2004. It held the China leg of the world motorcycling championship earlier this month and will host the penultimate round of the F1 championship on Oct. 7",#1,,,"cape town, south africa",Male,IT Tech,"1,611","1,201","2012 bmw 320i e90,Fiat Uno 1.1,Toyota Tazz 1.3,Toyota Corolla 1.4i,mazda 6 2.3 A dynamic,Astra GTC 1.8,Kia cerato Koup,ANY AMG!!!!",MERCEDES BENZ AMG//: UNRIVALLED PASSION,NA
Motorsports,Are you happy with your F1 coverage?,post-185497,"May 11, 2007",mercmad,ITV for me in the UK... All live and all good,#23,,"May 15, 1992
										
											(Age: 31)",NA,NA,NA,282,140,,,NA
Motorsports,Monaco GP - F1's crown jewel is this weekend,post-188433,"May 21, 2007",le_rosey,"1.Hamilton,2.Alonso,3. Raikonnen,4.Massa,You know in order to support McLaren this year i even changed my mobile phone operator to Vodafone",#5,,,London &amp; Vilnius (Lithuania),NA,NA,101,154,,Mobento - Enlighten Yourself. Mobento.com,NA
Motorsports,India to host race in 2009,post-197154,"Jun 14, 2007",Anisc,"excellent, excellent excellent ! Hopefully motor sports would now become more popular in India, giving rise to demand for faster and better cars which should in turn help push the case for better road infrastructure....",#3,,,Belgium,NA,NA,152,18,,,NA
Motorsports,Monaco GP - F1's crown jewel is this weekend,post-190399,"May 26, 2007",ALI,"I think its pretty clear that mclaren is gonna take the first 2 spots home tomorrow , monaco is a very hard to over take curcuit , and the car is very reliable , if there is no collisions that is ..",#39,,"Nov 23, 1983
										
											(Age: 39)","Los Angeles, Ca",NA,CLOTHING BUSINESS,824,232,,"Ali N Awada,CARS",NA
Motorsports,take a look of this F1 non-sense.,post-205935,"Jul 7, 2007",lambornima,"MORON!,ya, his friends got jobs...,...cleaning the floor!",#2,,NA,NA,NA,NA,732,263,,,NA
Motorsports,Kimi to leave Ferrari - reports,post-206464,"Jul 9, 2007",Mr.Link,"My point on Kimi Raikkonen is, He is a Brilliant driver! Agreed he has'nt had a title and in recent times has been all over the negative side but the guy has talent pretty much matched upto the nicest guys on the grid. I think in 2003 he missed out on WDC by 2 points on MS right? A lot of it contributed to un-reliable MCL's and I guess some to his luck/fate and the same happened in the year 2005 which I know Luca di Montezemolo  (apologies for the spelling) has openly said that Kimi would have won if it was not for his un-reliable car. And also Michael while leaving again specified he too was happy with the choice and it was their first and only choice. (I know a lot of these words are probably for PR),Ferrari definately have tons of faith Kimi and as far as I can see I think they would not really look at Alonso as their driver and anything coming from the press about them thinking of sacking kimi or kimi leaving ferrari are just Page 3 stories to fill their empty spaces. I maybe wrong on a lot of all this but Kimi will make his space in one of the greatest F1 drivers and I still want him to go back to Mclaren Mercedes!!,P.S A little offtopic NarutoRamen you like Neha Dhupia? Check her out at the ICICI Bank Diamond Credit Card launch",#25,,,India,NA,Education Management,67,61,,"Cars ; Architecture ; XBOX 360,Mr.Link as in Zelda,Xbox Live Gamertag : BabyZelda",NA
Motorsports,2007 Grand Prix du Canada,post-193366,"Jun 3, 2007",YoUhimhER,"i am going there, tho i don't really follow F1 racing, all i know is ferrari and mclaren are the top dogs, and renault used to be good too. i am invited to go to the vip area and perhaps have dinner with the drivers, so i do want to learn a thing or two before i fly to montreal next friday. can someone enlighten me on this?",#8,,"Feb 15, 1985
										
											(Age: 38)",NA,NA,NA,821,221,,Have you passed through this night?,NA
Motorsports,Lewis Hamilton gets a pay rise,post-208228,"Jul 13, 2007",mrkc77,"Well, judging by his performance (as a rookie) this season, Lewis Hamilton deserves every penny.",#12,,NA,NA,NA,NA,230,58,,,NA
Motorsports,2007 British GP,post-206029,"Jul 7, 2007",lukinjo,"please ,teke a lot of pictures of BMW team, thanks",#32,post: 206023,"Feb 4, 1985
										
											(Age: 38)",Croatia,NA,NA,93,8,,,NA
Motorsports,"Great pics: Audi at DTM (R8, A5, RS4, S3 etc...)",post-208276,"Jul 14, 2007",viciaudi,"whatever, but the B7 is a beautiful car",#9,,,Brazil,NA,NA,88,25,,,NA
Motorsports,Why Kubica survived accident,post-209073,"Jul 16, 2007",Car Diva,"Amazing!,Thank you",#3,,,DisneyWorld  Florida,Female,NA,232,336,"BMW 650i,BMW X5",,Premium Supporter
Motorsports,Alonso feels unrewarded by McLaren,post-221854,"Aug 25, 2007",Osnabrueck,"Hey bitch - Stop being a bitching bitch and win some races.,It's like me blaming my designer jeans if I don't get laid or something. Just shut the hell up, cash your check and stop contributing to the swarmy runway show of primadonnas that is F1 racing.",#4,,"Oct 24, 1977
										
											(Age: 45)",NA,NA,NA,"2,825",872,,What is it with Benzes and knocking things down? -Merc1,NA
Motorsports,Caption This (Alonso & Webber),post-215386,"Aug 4, 2007",CorpusCallosum,"Alonso: Its just so hard to find a good quality mechanic these days,Webber: Tell me about it",#7,,,"Brisbane, Australia",NA,NA,"1,250",696,"BMW 530i,Ford Falcon XR6,BMW 7 series","Cars, Work, Study, Research, Fitness and Exercise and Holidays,Donate Your Organs Please...",NA
Motorsports,Caption This (Alonso & Webber),post-215659,"Aug 5, 2007",AhlgrenGraphics,"[image no longer available],""And there I was, naked with a nosecone up my a$$"",""Ye, know what you mean.""",#18,,NA,NA,NA,NA,15,1,,,NA
Motorsports,2007 Grand Prix of Europe,post-211760,"Jul 23, 2007",Omarus,"Why not?,He did that in Barcelona and succeded.",#82,post: 211616,,Moscow.,NA,NA,54,10,,,NA
Motorsports,Hamilton: don’t believe the hype -formula 1-,post-217130,"Aug 10, 2007",hussein,"After days of sensationalist media claims that he is ‘at war’ with McLaren team mate Fernando Alonso, Lewis Hamilton has moved to quell what he insists are misleading stories.,It follows last weekend’s Hungarian Grand Prix, in which Alonso was penalised for impeding Hamilton during qualifying. As a result, the Englishman - who admitted he had disobeyed a team order to move over for the champion during the session - inherited pole position and went on to win the race. Alonso finished only fourth.,Since then, the press - particularly in Britain and Spain - has been full of stories suggesting the drivers are no longer talking. However, Hamilton has now taken the unusual step of releasing a press statement through McLaren to refute the claims once and for all.,“For the record, Fernando and I are fiercely competitive and respectful of each other,” he said. “We are both ambitious drivers who want to win. However, we are not drivers at war, as has been widely reported.,“Although we did not speak on Sunday we have spoken since the weekend and continue to have a professional working relationship. In fact, Fernando and I plan to meet up over the holiday period.”,Hamilton also denied stories suggesting he had used inappropriate language with team boss Ron Dennis and expressed his disappointment that the press had chosen to publish what he described as “inflammatory and untrue material”.,“As an individual in my first year in Formula One I have done my utmost to conduct myself in a professional and open manner,” said Hamilton. “Of course, I have made mistakes, not least during the last weekend, and those are open to public scrutiny. I have my own regrets and have dealt with matters arising.,“However, it is disappointing that inflammatory and untrue material is given to the media and published which may damage reputations. This inflammatory material is then commentated on by many others as if it is factual.,“Whilst I wouldn't normally communicate through press statements, I felt it important to set this matter straight."",Hamilton leads the drivers’ championship by seven points from Alonso",#1,,,BELL CALIFORNIA,NA,you mean my future job = I DUNNO GOOD QUESTION THO,178,37,"ill  get in the future a all new audi rs4,my future car is the 2009 audi rs4",NEVER LET SPEED TAKE OVER YOU,NA
Motorsports,My second Nürburgring visit..,post-219542,"Aug 18, 2007",Ubermensch,great thread,#15,,,Germany,NA,NA,200,45,,Audi das Herz der deutschen Technik,NA
Motorsports,My second Nürburgring visit..,post-213839,"Jul 30, 2007",heelntoe,"wow, i had a hard time deciding already, thanks for making it harder.,wimmer looks like he wanted to steal that R8. hehe.",#4,,,"Mumbai, India",NA,student,11,2,,,NA
Motorsports,2007 Hungarian GP,post-215684,"Aug 5, 2007",OBR,good win for hammy..,#108,,NA,NA,Male,NA,60,17,,,NA
