section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Toyota,Rising hybridity,post-53058,"Mar 29, 2006",Brookside,"Agree...being green doesn't necessarily mean you advocate dorky design.,I do think hybrids are going to be a fact of life..if they already aren't-,and I wouldn't be surprised if California, which has the most stringent environmental laws in the U.S.,,updates their emissions requirements...especially for trucks.",#3,,"Feb 4, 1900
										
											(Age: 123)",Brookside,NA,NA,236,38,,Brookside,NA
Ford / Lincoln,Another Ford Recall: 500 000 This Time,post-176599,"Apr 13, 2007",vabboud,"coorect if i am wrong, but the ABS unit is at the wheel, and the engine between the wheels typically in an SUV higher, how idiotic must those engineers be so a break fire can spread to the engine? or did they pass gasoline condits by the breaks?",#4,,"Oct 14, 1987
										
											(Age: 35)",NA,NA,NA,945,231,,,NA
Ford / Lincoln,Fresh Ford Focus breaks cover,post-195810,"Jun 11, 2007",DaSilva,"Compared to the new Mondeo this was Boooooooooooooo .... ooooo *breathe brake* oooooooooooooooooooooring. but as said allready:,It's a good car.. failed by design.",#3,,,Norway,Male,VW,"5,281","3,509","Passat GTE 2017,VW e-UP!,VW Golf 160 TSI DSG Cabrio,Audi A1 1.4 TFSI S-Tronic S-line Daytonagrey,VW Golf MKV GTI DSG 2.0 3D 06' Red,Audi Coupe quattro 2.3 90' Red,Audi 80 2.0 92' Beige,Audi A3 3D 1.6 04' Black,Vw Golf 1.8 92',Lamborghini Aventador SV Roadster","UNIQUE & DIFFERENT,- Sant'Agata Bolognese - Uncompromising. Challenging. Aggressive. Exclusive. Sensuous. Extreme.,""If She Was a Car I'd Put Her Legs In The Air Like The Doors Of a Aventador"" -LAMBORGHINI-",NA
Ford / Lincoln,Ford Focus X-MAX,post-197370,"Jun 14, 2007",ateekt,"A weird car-like thing,...!",#2,,March 31,NOVA - USA,Male,NA,"4,479","2,166",,///M-Power... Mean Power!,NA
Ford / Lincoln,Edmunds Inside Line - Full Test: 2007 FPV Ford Falcon GT,post-197631,"Jun 15, 2007",CorpusCallosum,"I owned one,great, fantastic car",#3,,,"Brisbane, Australia",NA,NA,"1,250",696,"BMW 530i,Ford Falcon XR6,BMW 7 series","Cars, Work, Study, Research, Fitness and Exercise and Holidays,Donate Your Organs Please...",NA
Ford / Lincoln,Ford Hydrogen Fusion 999 Runs Over 207mph!,post-218965,"Aug 16, 2007",Sayyaaf,Impressive. Now let's see how this is gonna help in their production cars.,#2,,"Aug 30, 1982
										
											(Age: 40)",UAE,Male,Director,"5,259","3,920","991.2 Gt3,991 GTS,Panamera 4S,BMW X6 35i,BMW E66 750Li,BMW M5 F10,Cayman S 981,Classic Porsches",,NA
Toyota,"Toyota, Honda must fess up to less vroom",post-55697,"Apr 10, 2006",YoungWarrior,I heard its because of different equipment used to get the power ratings. The japanese government used old style ratings or somethign like that. Never the less the HP difference is very minimal. Only a couple HP.,#4,,"Jan 9, 1989
										
											(Age: 34)",NA,NA,NA,625,6,,"""Aerodynamics are for people who cannot build engines"" - Enzo Ferrari",NA
Toyota,EuroNCAP crash test reveals airbag problem in new Toyota RAV4.,post-84021,"Aug 2, 2006",MB_AD,"good news i hate toyota cheap cars they just making cheap cars to sell and not thinking about design. the poeple are buying toyota because of thire name i hate the ugly camry and nissan altima. honda accord is the best of the three in design and quality.,for me:,1- honda,2- nissan,3- toyota",#8,,"Oct 2, 1985
										
											(Age: 37)","Abu Dhabi,UAE",NA,ADCO,176,51,"W210 E55 Kleemann,W210 E320,S-Class Designo",Football,NA
Toyota,AutoExpress - Toyota Supra Hybrid,post-114447,"Nov 16, 2006",bln123,"It is an intereseting concept and shows perfectly how hybrid is changing from better fuel economy to sportyness.,I apprecitate every new form of sports car (hybrid or diesel) and we'll see which of the three concepts turns out to be the killer....or maybe somebody comes up leap frogging straight to a super sports with a fuel cell",#5,,NA,NA,NA,NA,36,0,,,NA
Toyota,"If I had a million dollars, I'd buy a Toyota.",post-137815,"Jan 11, 2007",chonkoa,"I will keep my 330i, till the M3 shows up. The rest of it, I am sure will go into something else.",#14,,,Houston & Calgary,NA,Engineer,"3,941","2,267","X5 4.8i/X6 50i,Chevy Sliverado,2004 Honda Accord, 2005 Toyota RAV4, 2006 330i,2010 Chevy Silverado,BMW CS(I am waiting BMW)","Golf, Car racing,Football: Arsenal FC fan",NA
Toyota,"If I had a million dollars, I'd buy a Toyota.",post-131562,"Dec 28, 2006",888,"I own Toyota, but Rolex as well,btw I dont get the oint about 900$ suit, its nothin' special in my opinion, that is lower limit for nice suit",#11,,NA,NA,NA,NA,539,218,,"""For our purposes, promptness is far behind thoroughness."" - Chester Rush",NA
Toyota,"If I had a million dollars, I'd buy a Toyota.",post-137788,"Jan 11, 2007",FasterHigherBetter,"Well, if I had a million dollars, I'd buy a Ferrari.",#13,,,"Tel Aviv, Israel",NA,NA,110,29,,,NA
Toyota,WCF: New Toyota Corolla in Detail,post-123398,"Dec 5, 2006",Amo,"[image no longer available],I like the front, the side looks a bit weird though...",#5,,,Scotland,NA,Student,544,650,BMW M6,"Cars, cars, cars. Playing the dhol! I like sketching and reading.,Amo",NA
Ford / Lincoln,Ford Focus Facelift @ 2007 Frankfurt Auto Show,post-228786,"Sep 11, 2007",Anisc,definitely worthwhile and much better than the pre-facelift version....,#2,,,Belgium,NA,NA,152,18,,,NA
Toyota,"If I had a million dollars, I'd buy a Toyota.",post-128227,"Dec 18, 2006",PC Valkyrie,"Most people in this world (including rich people) consider a car to be a simple tool to transport people from point A to point B.  As such, many people think it is stupid to spend large amounts of money on a car which will 1) depreciate heavily over time), and 2) will eventually rust/breakdown and need to be replaced.  Most people value quality for the money, reliability, and safety.  For that, a Toyota is an excellent choice.,Only serious car enthusiasts will spend large sums of money on an automobile which provides either excessive luxury or sportiness over the average car.  But there is one fact which is undeniable:  only people with enough money can even THINK about buying a high end luxury or sports car.",#9,,,Canada,NA,husband and dad and MD,"1,093",973,German cars,"home audio/video and car fan,2005 C55 AMG (aka ""The Beast"").....2008 135i M Sport (aka ""The One""),2014 911 GT3 (aka ""The Flash"").....2017 AMG GLE43 (aka ""The Glee"")",NA
Toyota,"If I had a million dollars, I'd buy a Toyota.",post-127907,"Dec 17, 2006",NevadaJack,"A pretty good philosophy.  If you can live nicely and have some money to spend while you are younger, you will enjoy the better things life has to offer more fully.  Fate has a funny way about it sometimes and those who lead a truly frugal life saving to enjoy it later sometimes are not around or unable to enjoy the fruits of their labors.",#5,post: 127903,,"Las Vegas, NV  USA",NA,Retired in 1987,"1,770","1,343","2011 E350 Cabriolet.  Artic White/Almond/Mocha Leather with Beige Top,2009 C350 Sport,2008 SL550,2008 GL550,2007 S550,2006 S430,2003 E320,They have not built it yet....","Retired Navy, then Director of the National AudioVisual Center in Washington.,Mercedes and Computers,2011 E350 Cabriolet- Artic White,Mocha/Almond. Beige Top",NA
Ford / Lincoln,2005 Ford GTX1 Roadster,post-10669,"Nov 1, 2005",rammie,The car looks really good but it somehow ruins what GT40 stands for (pure racing car etc.),#3,,"Jun 21, 1988
										
											(Age: 34)",Sweden,NA,NA,100,1,,,NA
Ford / Lincoln,Ford Verve Concept (new Fiesta preview),post-221192,"Aug 23, 2007",RikfromBelgium,"It looks like the lovechild of a mazda and an A-class but it works, lovely car",#27,,"Jul 14, 1984
										
											(Age: 38)",NA,NA,NA,"1,763",796,,FREUDE,NA
Ford / Lincoln,Ford Explorer America Concept to Debut at Detroit,post-265310,"Jan 6, 2008",GBOY,Ooooo ... HOTT!!! Time to pick up some of those cheap Ford Shares on Monday.,#2,,,"Washington, DC",NA,Art Director,"1,171","1,146","S550 AMG Sport,G550 ...,SL 500 ...,Honda Shadow VT1100,08 Range Rover,04 Range Rover,S430 Sport,CLK320,W202 C Class,Lexus LX450,Mitsubishi 3000GT,S-Coupe Cabriolet","Cars, Pool, Tennis,07 S550 4m Sport * 2011 G550 * 04 SL 500 * Honda Shadow VT1100",NA
Ford / Lincoln,2005 Ford GTX1 Roadster,post-10665,"Nov 1, 2005",ADGvast,"The photo is very match with the Halloween theme....,Btw, the car looks good...",#2,,April 6,"Sydney NSW, Australia",Male,NA,114,27,,,NA
Ford / Lincoln,Detroit 2008: Lincoln MKT Concept,post-267712,"Jan 14, 2008",Sunny,"Mother of all crossovers?  I see a bits and pieces of a sedan, a wagon, a mini van and a SUV in there. All it is lacking is a BMW TLA!",#9,,,SF,Male,Software Engineer,"12,421","15,725","2016 GT4,2011 997.2 GT3,1999 E36 M3,2000 Subaru Legacy GT,1984 VW Rabbit,1999 VW Jetta,McLaren F1 LM, GT3 RS 4.0",,Premium Supporter
Ford / Lincoln,First official images for production Ford Focus RS,post-351371,"Dec 10, 2008",MikeJ,"Nope, still FWD. What it says is that their differential and whatnot mean that there's no torque steer like powerful FWD cars normally have... the old Focus RS had something similar and it wasn't universally praised to say the least.",#3,post: 351364,"Jun 19, 1978
										
											(Age: 44)","Oulu, Finland",NA,"Accountant, translator","3,242","1,827","Skoda Octavia vRS,Skoda Fabia Combi Sport,Saab 9-3","I'm a lot of things.,Don't ask the world to change - you change first.",NA
Ford / Lincoln,First official images for production Ford Focus RS,post-351364,"Dec 10, 2008",Giannis,"Indeed it looks very nice! Big thumb up for the design team!,PS. At last an AWD Focus!",#2,,,Greece,NA,Civil Engineer,"17,607","13,475","'05 Volvo S60 2.0T,'02 BMW 520i (E39),'90 Renault Clio 1.4 RT","A fan of old school lift-off oversteer french hatchbacks, proper steering feedback and manual gearboxes. A proponent of turbocharging, when done right. A german cars enthusiast that waits for the economy to resurrect and fill his garage with a few 911s, a 5er and a proper Benz.",Staff member
Toyota,Brit pays 65.000 USD for a custom-made Toyota Prius!,post-183945,"May 7, 2007",Brendan Moore,"If nothing else, he has assured himself of exclusivity - no one else would do such a thing.",#8,,,"San Francisco, CA",NA,Editor,149,88,,,NA
Toyota,Brit pays 65.000 USD for a custom-made Toyota Prius!,post-183773,"May 6, 2007",voriax,Funny.. the Prius isn't even worth it's base price....,#3,,,"Perth, Australia",NA,NA,36,12,,,NA
Toyota,Toyota to build a Smart-fighting Car?,post-195486,"Jun 9, 2007",Ubermensch,,#6,,,Germany,NA,NA,200,45,,Audi das Herz der deutschen Technik,NA
Ford / Lincoln,Ford reveals 2009 Fiesta hatch,post-277963,"Feb 18, 2008",coolraoul,"I'm not a great fan of the exterior design. Overdone, and a bit Korean.,The interior on the other hand...Wow! Really great! It looks very good this dashboard, especially for a small car like that, often with a boring dash...here it is really impressive!!!",#7,,,Luxemburg,Male,Lawyer,"4,603","2,239","BMW 118d,1974 Mercedes-Benz 450 SLC","Love classical music, reading,""Minds are like parachutes. They only function when open."" Sir Thomas R. Dewar",NA
Ford / Lincoln,Ford Shelby GT,post-278933,"Feb 21, 2008",VroomVroom,Ok why is the scoop blocked up?? if so theres no point in having it on,#2,,"Jun 10, 1993
										
											(Age: 29)",England,NA,NA,"5,465","1,853","Seat Arosa,Nissan Skyline,Mitsubishi FTO gpx,Audi A6 1.8t quattro,Lamborghini Lp640","Girls,Audi's,Cars,Audi - Always Leads, Never Follows.",NA
Ford / Lincoln,Ford reveals 2009 Fiesta hatch,post-277947,"Feb 18, 2008",Poverty,I dont like it. Reminds me of a MVP,#6,,,London,NA,Gas Engineer &amp; Plumber,"1,375",415,"2010 Audi TT-RS 440bhp 420lbft,500+ bhp target,2009 Leon Cupra K1 360bhp,2006 Seat Ibiza Sport 1.4,Twin Turbo Gallardo","Im 20 and love fast cars lol,0-60mph in 3.4 secs. 30-60mph in 2 secs. 0-100mph in 8.5 secs. Vbox verified",NA
Ford / Lincoln,Ford Kuga CUV Thread,post-281055,"Feb 28, 2008",hussein,"lol so its like if some guy askes you what kind of car do you have. just tell him i have a ford who. then hell get mixed up,then yull start arguing lol who? huh you huh? who who!!!!!!!!!!  dude its called a ford who?",#21,post: 209932,,BELL CALIFORNIA,NA,you mean my future job = I DUNNO GOOD QUESTION THO,178,37,"ill  get in the future a all new audi rs4,my future car is the 2009 audi rs4",NEVER LET SPEED TAKE OVER YOU,NA
Ford / Lincoln,Revised Ford Focus CC revealed,post-284100,"Mar 8, 2008",speed_kills,Thats an ulgy car...Never seen one in real life...and thank god for that,#4,,NA,NA,Male,NA,664,141,"Alfa Romeo Mito 1.6 JTDM and Peugeot 208 1.4 HDI,Peugeot 306 1.4i,Lotus Exige","""To,, just,""",NA
Ford / Lincoln,Ford planning Capri comeback?,post-287711,"Mar 24, 2008",jack,"i absolutly love the ford capri - my dad owned one,i would hope for a retro design(à la camero), but autobild reported, that its just borrowing the name, which is a let down,[image no longer available]",#2,,,"Vienna, Austria",NA,NA,"1,426",786,MINI,,NA
Ford / Lincoln,2008 Ford Shelby GT500KR,post-298255,"May 7, 2008",Guibo,This thing looks so butch.  But it leaves me pretty jaded with Shelby.  This is an automotive speculator's (Ford dealer's) dream come true.,#11,,NA,NA,NA,NA,"2,031","1,652",,,NA
Ford / Lincoln,Official Photos: New Ford Focus RS ! ! !,post-313723,"Jul 6, 2008",DeDe,"Not bad, but still prefer the old one.",#16,,NA,NA,Male,NA,"9,558","20,798","1994 Mercedes C200, 2002 Renault Clio 1.2 16V,2020 Porsche 992 Turbo S","""Insane. Absolutely, brilliantly insane."" - Steve Sutcliffe on the 720S",NA
Ford / Lincoln,Official Photos: New Ford Focus RS ! ! !,post-313033,"Jul 4, 2008",Cashmere,"looks totally radical. I'd rock it....but in a different colour.,Whats the powerplant and output? Definitely take it over a scooby as far as looks go.",#10,,NA,NA,NA,NA,"7,585","9,091",,“The only constant in life is change” - Heraclitus,NA
Ford / Lincoln,2010 Ford Mustang,post-345959,"Nov 18, 2008",///K,"great improvement. the rear is much better! I always thought the rear looked too cheap and too boxy.,[image no longer available]",#2,,NA,NA,NA,NA,838,380,,,NA
Ford / Lincoln,2010 Ford Mustang,post-346185,"Nov 19, 2008",ZicZachZo,"Well what can I say... It doesn't look bad, but I've never really been a fan of the Mustang. At least not the ones to come after around what... 1973?,All I can think of when I see this car is ""Rental Car.""",#6,,"Mar 20, 1987
										
											(Age: 36)",United Kingdom,Male,NA,"1,108",520,"2019 VW e-Golf,'90 Mercedes Benz 190E 2.6,Porsche 911, Mercedes S205 C63",,NA
Ford / Lincoln,Ford Focus RS/ST Picture Thread,post-369382,"Mar 5, 2009",F-22,,#4,,NA,NA,NA,NA,81,152,,The Lamborghini story is told very rapidly:The others weren't good enough.,NA
Ford / Lincoln,Ford Focus RS/ST Picture Thread,post-370956,"Mar 15, 2009",mayham85,bumpers seems like seat cupra's,#15,,,Bursa - Turkey,Male,civil engineer - site manager position,233,215,"VW Golf 1.6 tdi highline manuel,2010 Seat Leon 1.4 TSI,GOLF R32",,NA
Ford / Lincoln,Ford unveils industry's first* production inflatable seat belts,post-422844,"Nov 6, 2009",Family Guy,Hmm...I wonder how they work? You could get a nasty blow to the chest if it detonates inwards towrds your chest.,#2,,,"Melbourne, Australia",NA,NA,177,20,Audi R8 V12 TDI,,NA
Toyota,Toyota caught out cheating with their new Lexus IS-F racer,post-270399,"Jan 22, 2008",monaroCountry,"Remember that luscious Lexus IS-F racer study that received its fair share of unrequited attention the Tokyo Auto Salon? According to AutoBild, it turns out the car isn't an IS-F racer at all -- well, at least not beyond the hood and fact that it has four doors. The German paper reports that the car is actually a Lexus reskin of a 2004 Opel Vectra DTM racer (above, top). Even the engine is from the Opel DTM car, and not a Toyota V8. This could explain why no one at the Lexus stand at the salon would say a word about the car.,So Lexus might get away with never claiming it was a Lexus... cough, cough... but it's a bit odd that they would let Winding Road get the idea that it's the pet project of the IS-F's chief engineer, designed to show the true potential of Lexus' hot sedan and ""something of what a full race IS-F might just feel like."" Perhaps what a full-race IS-F might look like. Unless Lexus really intends for a full-race IS-F to feel like a 4-year-old Opel.,Thanks for the tip, Georg!",#1,,NA,NA,NA,NA,5,4,,,NA
Toyota,Toyota and Honda top Consumer Reports’ brand perception study,post-273166,"Jan 31, 2008",Benzboi_inoz,"Christian said:,Ahem... *cough* um, personal opinion... which will always differ depending upon who's doing the thinking... not objective fact as you appear to state it to be.,If history and achievements from an engineering or 'trail-blazing' perspective are the critique, I'd be inclined to agree.  As far as business success at selling cars, and money in the Bank, let alone bad management decisions, (Daimler/Chrysler and BMW/Rover) I think Lexus/Toyota could probably buy out both BMW and Mercedes if it were inclined to do so.,Certainly it is arguably by far the more successful car manufacturing corporation IMHO.,Possibly true, but this is planet earth, and not fortress Europe Christian.,Brand prestige matters to car snobs, fan boys and the marketing companies who create those perspectives and brand 'image'.,The realist looks at pragmatic reality, and here the Germans often come up rather short when compared objectively to the Japanese opposition, where things like quality and reliability matter in the buying equation.,Just being the devils advocate here, and not making an attack of any kind BTW.,But I think an dispassionate viewpoint will reveal that the Japanese are typically rather good at what they do, and they don't need marketing hubris to convey that.,You have a marked talent for photography and car reviews Christian, but i do think it is time for you to travel further afield than reviewing Mercs my friend.  I look forward to a forthcoming objective and unbiased Lexus review from you... heheh... c'mon, you know you want to......:,All the best for 2008..,John....",#7,",,",,Australia,NA,NA,65,73,,The Nicest Things In Life Are Often Free...,NA
Toyota,The Toyota Obsession With Perfection,post-281755,"Mar 1, 2008",bensmatt,"The reason they are overchecking paint scratch is because the paint is so crappy to start with.,check it out:",#6,,NA,NA,NA,NA,13,8,,,NA
Toyota,Edmunds Inside Line -  IL Insider: Toyota Cancels Next-Generation Lexus SC,post-316044,"Jul 13, 2008",Gullwing,Always HATED the SC!  I remember the first few months/year after it came out I would always see one or two in the used car section of Mercedes/BMW dealerships.  So many people bought them and realized they were crap real fast!,#5,,"Oct 10, 1982
										
											(Age: 40)",Las Vegas,NA,Student,"2,449",812,"1987 190E,2007 E350,1998 A4,300SL","Cars, guns, alcohol,Give a man a fire, he will be warm for a day.  Set a man on fire, he will be warm for the rest of his life!",NA
Toyota,New Toyota Avensis,post-328372,"Sep 9, 2008",ducati1482,"i posted this a while ago in the japanese car zone,Toyota Paris motorshow preview (Avensis, iQ, Urban Cruiser) - Japanese Car Zone",#13,,,"Boca Raton, FL . Rotterdam, NL . Iceland",NA,NA,57,68,"2008 Audi RS4,2007 Ducati 1098S,2008 Infiniti M45,McLaren F1","Motorcycle Racing,FORZA DUCATI",NA
Toyota,Jeremy Clarkson shoots (destroys) another Toyota.,post-359060,"Jan 14, 2009",Mr Robert,"No worries, he's just a latent 1-series lover",#12,post: 359040,,Sweden,Male,Lawyer,"10,963","4,339","2010 BMW E91 320d,2012 Mercedes 220d C-class,2010 320d M,2002 320i M-Sport,2009 MINI Cooper S,1989 Mazda 323 1,6 DL,1987 VW Polo 1,6 CL",Edmunds - Insideline  We love a giant killer because it makes great headlines and there's always pressure to deliver an upset.  And I'm CURIOUS,NA
Toyota,2010  Toyota Prius Debuts at Detroit,post-359050,"Jan 14, 2009",MusDaLooSe,Aghhhh ahahahahaha LMAO!! I Spit my Drink from laughing at that!!,#14,post: 358964,,Bell California,NA,Wireless Toys,62,28,,"GAMER,Graphic Designer, Like to see whats new in the Auto World,Gaming, PhotoShoping,Drive with no limits",NA
Toyota,Jeremy Clarkson shoots (destroys) another Toyota.,post-358999,"Jan 13, 2009",coligny,Anything looking more like an Audi 100 than a real Audi 100 deserve to die...,#8,,NA,NA,NA,NA,124,20,"Audi A4 Full scale Lemon (but in lazer red),Nissan Note (That thing 'Just Work™')",**** Sarkozy and his minions.,NA
Toyota,Jeremy Clarkson shoots (destroys) another Toyota.,post-358788,"Jan 13, 2009",Mockenrue,"Kind of sad to see the Lexus go out like that.  I'm not particularly fond of them as such but they were good cars and someone will have paid an awful lot of money for it once upon a time!,I wish someone would make a video like this using a [image no longer available]forum/images/smilies/1.gif.  I would pay good money to see that.  If I ever win the lottery I will make my own, and it would include:,[image no longer available]forum/images/smilies/1.gifdarts (like Hammond and May did in the quarry).,[image no longer available]forum/images/smilies/1.gifconkers (using cranes, as Clarkson did with the caravans).,[image no longer available]forum/images/smilies/1.gifdominoes (no explanation needed,).,[image no longer available]forum/images/smilies/1.gifdouble decker bus jumping (but jumping the bus over a line of [image no longer available]forum/images/smilies/1.gif, not the other way round,).,[image no longer available]forum/images/smilies/1.gifbehind the jumbo jet with its engines at full throttle (2CV/Mondeo).",#4,,,"London, UK",NA,Analyst/Programmer,338,247,Audi R8,"Cars, music, high end audio",NA
Toyota,Toyota and Lexus considering uber-luxury brand to rival Rolls-Royce & Maybach,post-368532,"Mar 2, 2009",Leech,"where's wimmer now?,lol",#5,,December 8,Bosnia and Herzegovina,Male,NA,416,382,"opel astra k 1.4t,mercedes w201 - 190D",,NA
Toyota,Toyota and Lexus considering uber-luxury brand to rival Rolls-Royce & Maybach,post-368511,"Mar 2, 2009",sako97,"[image no longer available],The biggest players in ultra-uber-luxury brands are Rolls-Royce and Maybach. The Japanese automakers for some reason refuse to build veichles to cater to rich folks that want to be driven instead of drive themselves - until now.,According to Japanese car magazine,, Toyota and Lexus are considering an ultra-luxury brand that will rival the likes of Bentley, Rolls-Royce and Maybach.,No details have been revealed as of yet; however, rumors suggest that a large sedan and a coupe are in the works and could be build on a modified chassis of the Lexus LS sedan. No word on whether Toyota will fit the car with a regular gasoline engine or add a hybrid system used in the Lexus LS 600h.,No name has been decided for the brand - so we’re wondering if you were Toyota and Lexus- what name would you pick?,Quote from Lexus Fan Boy:,(Source: The Lexus suckups/fanboys at Autospies.com)",#1,,,Manhattan.,NA,Attorney,"5,475","14,974","993 Carrera “RS”,Aston DBS,Panamera Turbo,RR Autobiography,S63 Coupe",,NA
Pagani,Fifth Gear Zonda F,post-6630,"Oct 20, 2005",wltsm,"I think I have this recorded on TV, will watch it there!,If it's anything like the first program in the new series, it's a load of junk, I really think Top Gear is by far the best program!",#8,,"Aug 29, 1989
										
											(Age: 33)",England,NA,Student,"4,630",534,,"From GCF,Cars, Electronic products",NA
Pagani,Fifth Gear Zonda F,post-6566,"Oct 20, 2005",PanterroR,"I'm downloading it 2 hours already and it reached 40%... Wtf is it so slow? Is it always so with bitorrent? Btw, i don't have any expirience with BT so far, so any useful hint/tip would be highly appreciated.,Thanks!",#4,,May 14,Croatia,Male,NA,"21,939","14,192","2021 BMW M5 Competition,2019 BMW M550d,BMW E39 523iA,BMW E60 530d,BMW E60 535d,BMW E60 550i,BMW F10 550i,Pagani Zonda Cinque","Grown into a monster.,An arrogant, explosive motherf#ck.,The releasing of anger can better any medicine under the sun...",NA
Toyota,Toyota Launches Redesigned Crown Majesta,post-373112,"Mar 30, 2009",wolfram,rips off MB S class as usual,#8,,NA,NA,NA,NA,19,11,,,NA
Toyota,Swedish customers most happy with BMW and Toyota,post-392718,"Jun 30, 2009",Epikmdma,"Hyundai, Mazda, and Audi improving worldwide as well.",#6,,NA,NA,NA,NA,6,1,,,NA
Pagani,Fifth Gear Zonda F,post-6564,"Oct 20, 2005",Zafiro,"so 5th gear started again?,will download after work",#3,,"Feb 18, 1976
										
											(Age: 47)",Sweden,Male,Computers,"31,019","15,501",Rear Wheel Drive,"Former GermanCarFans member,Cars, Movies, Jessica Alba,Visit my great photos, follow the link: https://www.flickr.com/photos/126479146@N07/",NA
Toyota,"Laugh so badly, when I saw this… (Toyota IQ)",post-376579,"Apr 12, 2009",hoffmeister_fan,"Haha, I see where you coming from, but I like how Toyota raised the ante against the Smart.  Very in-your-face move from a company that tends to be more innocuous than confrontational.  I get the sense that this segment will be hotly contested market segment.  In California, I'm seeing more and more Smarts running about, at least 2 at my work's parking lot.  I may have to go in and take the Smart (and the iQ, if we do get one in Scion guise) for a spin.  Both cars have some space-efficient technologies that are rather intriguing.",#19,post: 376568,NA,NA,NA,NA,"10,680","9,324",,"Nothing to see here, officer.  Just a bin.",NA
Ford / Lincoln,Ford Mondeo Facelift,post-444023,"Feb 17, 2010",StewartM,"Do we know anything more definite about its official announcement ?,Some say Geneva, some say Paris.,I was led to believe the facelift would introduce the new 2.0 Petrol Ecoboost Turbo, the PowerShift Gearbox and the 163 PS 2.0 Diesel.,However, I note that the German Market Price List effective from 11th Feb 2010, lists those as now available and did not list 2.3 or 2.5 Petrol, 1.8 or 2.2 Diesel.,Does this mean the new engines are coming 6 months or so before the facelift ?,Stewart.",#5,,,Scotland,NA,NA,40,6,Ford Fiesta Mk7 1.25 Zetec,,NA
Ford / Lincoln,Ford Mondeo Facelift,post-443941,"Feb 16, 2010",jokejoe,"Leaked on euro patent register:,[image no longer available]",#1,,NA,NA,NA,NA,23,25,,,NA
Ford / Lincoln,2011 Ford Shelby Mustang GT500 at 2010 Chicago Autoshow,post-442725,"Feb 10, 2010",adeel2010,I agree. Black and red looks awesome.,#3,,,"Indiana, USA",NA,senior in high school,272,176,"Chrysler 300 Limited,Lamborghini Reventon","Mercedes-Benz enthusiast,street racing",NA
Ford / Lincoln,Report: Ford becomes top-selling brand in Europe,post-456669,"Apr 19, 2010",Human,"After the good news for VAG of Audi outselling M-B, the latest news could've made Martin Winterkorn sh!t his pants",#12,post: 455976,"Jan 7, 1976
										
											(Age: 47)",Republic of South-Africa,Male,Co-owner NASPAQ,"6,128","3,357","Ford Ranger Raptor,C180 Kompressor,BMW 325ci  E46,BMW 120i,BMW X5 3.0d E53,BMW X5 4.4i E53,BMW X6 X-Drive 50i,BMW X6 ///M,BMW X1 23d,Ford Wildtrak,BMW 6 Series GC","German cars,American trucks,G-class,"" THAT POWERFUL PRESENCE SO CHARACTERISTIC OF A BMW """,NA
Ford / Lincoln,Lincoln MKS picture thread,post-494644,"Jan 3, 2011",braaf,"Nice and elegant, but quite bland at the same time.",#5,,,South Africa,Male,Self employed,"1,825","1,108",,,NA
Ford / Lincoln,Lincoln MKS picture thread,post-494613,"Jan 3, 2011",Angel,,#3,,NA,NA,NA,NA,5,1,,,NA
Ford / Lincoln,Official: Ford Focus Electric,post-495289,"Jan 7, 2011",purplehenk,,#1,,,The Netherlands,NA,Automotive Illustrator,319,410,VW Schwimmwagen,'85 A112 Junior,NA
Toyota,2010 Toyota 4Runner,post-413837,"Sep 24, 2009",Shining Star,"I'm sorry but I'm just not feeling the design...a bit too rugged for me.,The front is awkward, a bit too rugged; some people like that; not me.,Especially this pic...shows the car in an ugly way.,However, interior looks pleasant and solid.",#13,,NA,NA,NA,NA,"2,494","2,766",,,NA
Toyota,Toyota Launches Redesigned Mark X in Japan - BMW 5er Fighter,post-419346,"Oct 20, 2009",m-power,"looks like a Camry and Honda Accord hybrid, especially from the back.",#8,,"Aug 12, 1979
										
											(Age: 43)",NA,NA,General Surgeon,"1,016","1,114",BMW 530i,Photography,NA
Toyota,Toyota FT-CH Concept,post-435731,"Jan 11, 2010",Mii,"Source:,,,Source:,[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available],[image no longer available]",#1,,NA,NA,NA,NA,632,"1,172",,,NA
Pagani,Goldarths Review Of Zonda F CS,post-89456,"Aug 30, 2006",Lemantech,the only F CS review...........I want THIS CAR!!!!!!!!!!!!!!!!!!111,#5,,,London,Male,Doc,972,58,"None at the moment.,MK5 GTI,Singer 911",,NA
Pagani,Goldarths Review Of Zonda F CS,post-89445,"Aug 30, 2006",Zonda,Thanks a million for this Artist!,#4,,October 25,Scania,Male,Murders & Executions,"5,959","1,408",,"Was born once, still waiting for death,Wild is the Wind",NA
Pagani,Goldarths Review Of Zonda F CS,post-89435,"Aug 30, 2006",ree,"Thank you ""Artist""!! Great videos and pictures! This car is absolutely stunning!",#2,,NA,NA,NA,NA,"11,139","11,209","VW Golf V Variant TDI Bluemotion Sportline,Range Rover TDV8, Bentley Azure T, Bentley Mulsanne, Aston Martin DBS Volante","""Nothing will make a driver more faithful to a car, than a car that is faithful to its driver.""",NA
